,번호,구분,업체명,전화번호,소재지,인허가번호,위도,경도
519,2653,판매,(주)밀레펫,220-1004,울산광역시 남구 삼산동,370000003720120003,37.3244538,126.7532955
520,2652,판매,쿨펫,-,울산광역시 남구 야음동,370000003720120002,36.8264712,127.1406664
521,2651,판매,큐티애견,-,울산광역시 남구 신정동,370000003720120001,37.227667,127.0995724
522,2650,판매,옥동정철 동물판매,271-7582,울산광역시 남구 옥동,370000003720110006,35.5341989,129.2941109
523,2649,판매,엔젤인독스,***********,울산광역시 남구 달동,370000003720110002,35.5350027,129.3190847
524,2648,판매,펫하우스,273-0975,울산광역시 남구 삼산동,370000003720110001,37.4985167,127.0522975
525,2647,생산 판매,바비 애견샵,257.0107,울산광역시 남구 야음동,370000003720100003,35.526546,129.3266915
526,2646,판매,덕신 애견 농장,265.1154,울산광역시 남구 신정동,370000003720100002,35.5416328,129.305873
527,2645,판매,퍼스트 애견갤러리,-,울산광역시 남구 달동,370000003720090004,35.5358781,129.3205532
528,2644,판매,러브러브,267.6556,울산광역시 남구 달동,370000003720090003,40.7628748,-73.9780243
529,2643,판매,뉴웨이브코커,273.6977,울산광역시 남구 삼산동,370000003720080012,,
530,2642,생산 판매,애견스케치,271.0049,울산광역시 남구 신정동,370000003720080010,35.5398653,129.2567984
531,2641,판매,대구애견 조류원,275.1536,울산광역시 남구 신정동,370000003720080003,35.861545,128.571191
532,2640,판매,미유펫 강아지고양이 울산점,247-7768,울산광역시 남구 무거동,370000003720080006,35.5462136,129.2610826
533,2639,판매,우리애견,***********,울산광역시 남구 신정동,370000003720080005,34.0528479,-118.3106342
534,2638,생산 판매,그린애견,265-0029,울산광역시 남구 달동,370000003720080001,35.8394378,128.5585858
535,2637,판매 위탁관리 미용,폼나개 특별하개,0527070422,울산광역시 동구 화정동,371000003720210001,,
536,2636,판매,너는 내운명,***********,울산광역시 동구 전하동,371000003720150002,,
537,2635,판매,개인공간,***********,울산광역시 동구 동부동,371000003720140001,37.59986809999999,127.0956868
538,2634,판매,쿨펫동물병원 동구점,232-3567,울산광역시 동구 일산동,371000003720130001,35.4989324,129.4274814
539,2633,판매,애완동물원,234-5484,울산광역시 동구 전하동,371000003720100001,37.7490086,127.0428209
540,2632,판매 전시 위탁관리 미용,리프패럿 (울산 매곡점),***********,울산광역시 북구 중산동,372000003720200004,35.6574816,129.3508689
541,2631,판매,Star Club,***********,울산광역시 북구 대안동,372000003720190009,37.3062464,-120.4958593
542,2630,판매 위탁관리 미용,너는내운명,***********,울산광역시 북구 신천동,372000003720190005,,
543,2629,판매,페트월드,070-8281-0025,울산광역시 북구 호계동,372000003720180027,37.6926,-97.39096599999999
544,2628,판매 위탁관리 미용,정철동물병원,052-287-0348,울산광역시 북구 진장동,372000003720180017,35.56187920000001,129.3552795
545,2627,판매 위탁관리 미용,쿨펫동물병원,052-288-7572,울산광역시 북구 진장동,372000003720180016,36.8264712,127.1406664
546,2626,판매 미용,쿨펫,052-286-3567,울산광역시 북구 상안동,372000003720180010,36.8264712,127.1406664
547,2625,판매 위탁관리 미용,해피데이애견,052-295-9955,울산광역시 북구 호계동,372000003720180009,35.6271042,129.3516663
548,2624,판매,롯데마트 진장점,***********,울산광역시 북구 진장동,372000003720170004,35.5760407,129.3589929
549,2623,판매,(주)에이플러스 울산북구점,***********,울산광역시 북구 상안동,372000003720170005,35.5381956,129.3855866
550,2622,판매,MY DOG,***********,울산광역시 울주군 범서읍 구영리,373000003720210011,29.816955,-95.76411279999999
551,2621,판매,안녕댕댕쓰,052-212-8888,울산광역시 울주군 삼남읍 교동리,373000003720210007,,
552,2620,판매,레스트펫,0522380033,울산광역시 울주군 서생면 위양리,373000003720200019,35.3529816,129.3031672
553,2619,판매,남창애견샵 복실강아지,***********,울산광역시 울주군 온양읍 대안리,373000003720180033,35.43366779999999,129.3123346
554,2618,판매,러브애견,052-239-7379,울산광역시 울주군 온양읍 남창리,373000003720180003,47.3225676,-122.3122099
555,2617,판매,알프경매장,052-254-3310,울산광역시 울주군 삼남면 가천리,373000003720180001,,
556,2616,판매,핑크애견,052-239-7726,울산광역시 울주군 온양읍 운화리,373000003720160001,35.2466754,129.2166973
557,2615,판매,남창애견,***********,울산광역시 울주군 온양읍 대안리,373000003720150001,35.4123535,129.2806809
558,2614,생산 판매,참 조은 훈이네 강아지,***********,울산광역시 울주군 청량면 개곡리,373000003720140003,,
559,2613,생산 판매,동산농장,***********,울산광역시 울주군 웅촌면 고연리,373000003720130001,37.97931,127.0372525
560,2612,판매,울산원예농협하나로마트,-,울산광역시 울주군 범서읍 굴화리,373000003720120002,35.5575976,129.2539559
561,2611,판매,정직하개,***********,경기도 수원시 영통구 하동,374000003720210064,37.667259,127.0420722
562,2610,판매,나야 외계인,031-217-3887,경기도 수원시 영통구 하동,374000003720210055,,
563,2609,판매,수원시바견,031-303-9525,경기도 수원시 팔달구 매교동,374000003720210054,37.2942289,127.0556304
564,2608,판매,펫아미 강아지고양이 수원점,***********,경기도 수원시 영통구 영통동,374000003720210041,37.2523851,127.077943
565,2607,판매,"안녕, 댕댕아",031-222-5950,경기도 수원시 팔달구 인계동,374000003720210037,37.265163,127.0268385
566,2606,판매,팔레 드 퍼피,-,경기도 수원시 영통구 이의동,374000003720210033,,
567,2605,판매,쁘띠펫 광교,***********,경기도 수원시 영통구 이의동,374000003720210031,37.3042402,127.047337
568,2604,판매,스타일독앤캣 강아지고양이 수원점,***********,경기도 수원시 영통구 원천동,374000003720210026,37.277533,127.0497176
569,2603,판매,도그 에이스,***********,경기도 수원시 권선구 고색동,374000003720210023,40.7406317,-74.0007419
570,2602,판매,로던트클럽,***********,경기도 수원시 영통구 매탄동,374000003720210020,35.1853528,126.8392063
571,2601,판매,윤퍼피,***********,경기도 수원시 영통구 하동,374000003720210016,37.2917459,127.0656526
572,2600,판매,해피주 애완동물 영통점,***********,경기도 수원시 영통구 영통동,374000003720200072,37.2531649,127.0756744
573,2599,판매,도치스쿨,***********,경기도 수원시 권선구 권선동,374000003720200068,36.5482008,139.912899
574,2598,판매,하리네쉼터 수원,***********,경기도 수원시 영통구 이의동,374000003720200063,37.3250644,126.9858644
575,2597,판매,멍앤냥 강아지고양이 수원점,-,경기도 수원시 팔달구 인계동,374000003720200051,37.24715399999999,127.0414275
576,2596,판매,쥬쥬퍼피,***********,경기도 수원시 영통구 원천동,374000003720200045,37.2832588,127.0556503
577,2595,판매,쿨펫 동물병원,031-206-7503,경기도 수원시 영통구 망포동,374000003720200040,36.8264712,127.1406664
578,2594,판매,해피펫클럽,031-234-2001,경기도 수원시 팔달구 인계동,374000003720200001,37.2746475,127.0204134
579,2593,판매,해피주 수원본점,***********,경기도 수원시 장안구 정자동,374000003720190092,37.2531649,127.0756744
580,2592,판매,품(POOM),***********,경기도 수원시 권선구 구운동,374000003720190081,37.5177353,127.0521316
581,2591,판매,CAT star,***********,경기도 수원시 영통구 이의동,374000003720190078,33.8248303,-118.2920991
582,2590,판매,화이트 독,***********,경기도 수원시 장안구 영화동,374000003720190079,37.2875892,127.0054314
583,2589,판매,도레미캣 수원점,***********,경기도 수원시 영통구 영통동,374000003720190067,37.2510131,127.0752194
584,2588,판매,달빛야옹,***********,경기도 수원시 장안구 연무동,374000003720190066,37.2156695,127.0436619
585,2587,판매,러닝독,***********,경기도 수원시 팔달구 인계동,374000003720190059,37.2663898,127.0303506
586,2586,판매,아담스펫강아지&가필드고양이,***********,경기도 수원시 팔달구 인계동,374000003720190050,37.404144,126.725353
587,2585,판매,펫 패밀리,***********,경기도 수원시 권선구 금곡동,374000003720190043,37.5078301,126.7356039
588,2584,판매,도그마루 강아지고양이 수원점,***********,경기도 수원시 영통구 영통동,374000003720190039,37.2495992,127.076941
589,2583,판매,Re Pet 애견샵,***********,경기도 수원시 장안구 율전동,374000003720190021,34.0528953,-118.2982983
590,2582,판매,개좋아,***********,경기도 수원시 영통구 매탄동,374000003720190010,37.51032070000001,127.0629116
591,2581,판매,해피주 (수원권선점),***********,경기도 수원시 권선구 곡반정동,374000003720180218,37.2550284,127.0273196
592,2580,판매,L.DOG,***********,경기도 수원시 팔달구 인계동,374000003720180207,36.4636617,-96.0576818
593,2579,판매,바른 분양,***********,경기도 수원시 영통구 이의동,374000003720180102,37.2986157,127.0592102
594,2578,판매,수원고양이분양 나비캣,***********,경기도 수원시 권선구 세류동,374000003720180099,37.252976,127.0110325
595,2577,판매,크라운펫,***********,경기도 수원시 권선구 곡반정동,374000003720180018,37.2340491,127.0276196
596,2576,판매,수원강아지 쿤펫,***********,경기도 수원시 팔달구 화서동,374000003720180012,37.2838435,127.0066472
597,2575,판매,펫마을,***********,경기도 수원시 팔달구 화서동,374000003720180005,37.7736182,126.7429013
598,2574,판매,프렌즈독,***********,경기도 수원시 권선구 권선동,374000003720180004,29.5167114,-95.1961307
599,2573,판매,펫토리,***********,경기도 수원시 장안구 정자동,374000003720180003,37.4882386,126.7645183
600,2572,판매,한마음동물의료센터,031-244-0117,경기도 수원시 장안구 영화동,374000003720180001,37.2910412,127.0050857
601,2571,판매,낭만고양이(광교점),031-212-8260,경기도 수원시 영통구 하동,374000003720170013,37.2942172,127.0706908
602,2570,판매,TOP DOG,031-202-1233,경기도 수원시 영통구 영통동,374000003720170012,35.9889869,-95.7789025
603,2569,판매,뭉스독 Moongs dog,***********,경기도 수원시 권선구 금곡동,374000003720170010,,
604,2568,판매,고양이를 사랑하는 남자,***********,경기도 수원시 영통구 매탄동,374000003720170009,37.2766719,127.0308818
605,2567,판매,위드도기(With Dog2),***********,경기도 수원시 영통구 이의동,374000003720170006,37.3209857,127.1102157
606,2566,판매,도그스타 금곡점,031-291-7500,경기도 수원시 권선구 금곡동,374000003720170003,37.2731961,126.958393
607,2565,판매,미니펫 강아지고양이 수원점,***********,경기도 수원시 영통구 영통동,374000003720170001,37.2544344,127.074969
608,2564,판매,"광교 강아지분양, 고양이분양 도그마루",***********,경기도 수원시 영통구 이의동,374000003720160019,37.0657553,127.0613517
609,2563,판매,도기도기,031-223-7222,경기도 수원시 권선구 세류동,374000003720160018,34.8022465,-92.43651609999999
610,2562,판매,착한애견분양강아지 수원광교본점,***********,경기도 수원시 영통구 이의동,374000003720160017,37.2942289,127.0556304
611,2561,판매,보스 펫,***********,경기도 수원시 팔달구 인계동,374000003720160016,38.7188013,-75.1326241
612,2560,판매,퍼피데일리,***********,경기도 수원시 영통구 이의동,374000003720160014,37.3042402,127.047337
613,2559,판매,퍼피데일리,***********,경기도 수원시 영통구 이의동,374000003720160015,37.3042402,127.047337
614,2558,판매,애완동산,***********,경기도 수원시 권선구 당수동,374000003720160013,40.8458912,-74.0411791
615,2557,판매,펫츠랑,031-226-1515,경기도 수원시 권선구 세류동,374000003720160012,37.259745,127.0129788
616,2556,판매,핫도그,***********,경기도 수원시 영통구 매탄동,374000003720160011,37.3246175,-122.0106471
617,2555,판매,야옹아 멍멍해봐(수원 구운점),031-298-0049,경기도 수원시 권선구 구운동,374000003720160008,37.2745302,126.9704864
618,2554,판매,롯데마트 천천점 수족관,***********,경기도 수원시 장안구 천천동,374000003720160004,37.2961197,126.9823385
619,2553,판매,돌봄동물병원,031-217-7570,경기도 수원시 팔달구 우만동,374000003720160003,37.2751164,127.0434971
620,2552,판매,치치와와,031-222-6317,경기도 수원시 팔달구 중동,374000003720160002,39.638897,-105.844948
621,2551,판매,봉봉펫,031-244-2419,경기도 수원시 팔달구 영동,374000003720150018,37.2753422,127.0174682
622,2550,판매,베리독 강아지고양이 수원점,-,경기도 수원시 권선구 세류동,374000003720150017,37.2500122,127.017627
623,2549,판매,도그박스,***********,경기도 수원시 장안구 조원동,374000003720150013,36.3468535,127.3542079
624,2548,판매,도그박스,***********,경기도 수원시 장안구 조원동,374000003720150014,36.3468535,127.3542079
625,2547,판매,아이러브독 강아지 수원점,031-204-2357,경기도 수원시 영통구 영통동,374000003720150011,37.2522346,127.0781702
626,2546,판매,이뻐해줄개,031-309-9393,경기도 수원시 팔달구 인계동,374000003720150008,37.2686683,127.0248159
627,2545,판매,이리온동물병원광교롯데마트점,031-213-0053,-,374000003720150004,37.5242841,127.0447752
628,2544,판매,베이비몽,***********,-,374000003720150005,37.5184221,126.9053485
629,2543,판매,포포앤미루,031-206-9222,경기도 수원시 영통구 영통동,374000003720150003,37.5252287,127.1342293
630,2542,판매,베베펫샵,070-4685-9950,경기도 수원시 권선구 당수동,374000003720140019,43.7541036,-79.3495535
631,2541,판매,퍼피데일리,***********,경기도 수원시 영통구 이의동,374000003720140018,37.3042402,127.047337
632,2540,판매,퍼피데일리,***********,경기도 수원시 영통구 이의동,374000003720140017,37.3042402,127.047337
633,2539,판매,한강아쿠아 롯데마트 수원점,***********,경기도 수원시 권선구 서둔동,374000003720140016,37.2636177,126.9959118
634,2538,판매,페르시안 캣,***********,경기도 수원시 권선구 곡반정동,374000003720140013,35.9510915,126.9592099
635,2537,판매,도그맘 하우스,031-292-6663,경기도 수원시 권선구 오목천동,374000003720140009,37.2442004,126.9638389
636,2536,판매,장안동물병원,031-245-8961,경기도 수원시 장안구 조원동,374000003720140008,37.3014288,127.0088629
637,2535,판매,러브펫 멀티펫샵 수원곡반점,-,경기도 수원시 권선구 곡반정동,374000003720140007,37.2374492,127.0294197
638,2534,판매,쿨펫동물병원,031-237-1175,경기도 수원시 권선구 권선동,374000003720140001,36.8264712,127.1406664
639,2533,판매,캐터리 플러스,070-7794-3354,경기도 수원시 팔달구 인계동,374000003720130004,35.8848244,128.6262586
640,2532,판매,위즈펫동물병원,***********,경기도 수원시 팔달구 인계동,374000003720120018,37.6733388,126.7553321
641,2531,판매,Dog Mom,031-222-2265,경기도 수원시 권선구 곡반정동,374000003720120015,36.9101417,-94.4126779
642,2530,판매,가성수족관,02-832-4429,경기도 수원시 팔달구 인계동,374000003720120014,33.763382,-84.3951098
643,2529,판매,아쿠아플러스(주) 영통점,201-8000,경기도 수원시 영통구 영통동,374000003720120009,37.2499818,127.0789709
644,2528,판매,(주)밀레펫 서수원점,031-485-5820,경기도 수원시 권선구 구운동,374000003720120011,37.3244538,126.7532955
645,2527,판매,(주)밀레펫 수원점,031-485-5820,경기도 수원시 권선구 권선동,374000003720120012,37.3244538,126.7532955
646,2526,판매,아쿠아플러스(주) 북수원점,259-8000,경기도 수원시 장안구 조원동,374000003720120007,37.3027222,127.0087144
647,2525,판매,이니누리 펫샵,***********,경기도 수원시 영통구 영통동,374000003720120006,37.5494391,127.1274975
648,2524,판매,고양이네 생선가게,***********,경기도 수원시 팔달구 매산로2가,374000003720120003,37.2680327,127.0045708
649,2523,판매,펫엘도라도,***********,경기도 수원시 장안구 조원동,374000003720120002,37.294984,127.010042
650,2522,판매,미유펫 강아지고양이 수원점,***********,경기도 수원시 장안구 조원동,374000003720110010,35.1908065,129.0905416
651,2521,판매,정우애견,031-292-3798,경기도 수원시 권선구 고색동,374000003720110008,37.6314867,126.7059717
652,2520,판매,귀여운동물병원,031-211-8333,경기도 수원시 팔달구 우만동,374000003720110006,37.278398,127.032144
653,2519,판매,퍼피맘 애견샵,***********,경기도 수원시 팔달구 우만동,374000003720110004,40.7580077,-73.7896336
654,2518,판매,페르시안캣,031-232-9678,경기도 수원시 권선구 곡반정동,374000003720110003,35.9510915,126.9592099
655,2517,판매,펫독 강아지고양이분양 미용,031-698-6821,경기도 수원시 권선구 세류동,374000003720100008,40.8525419,-73.9862627
656,2516,판매,쿨펫동물병원(영통점),***********,경기도 수원시 영통구 영통동,374000003720100003,37.2700194,127.0635891
657,2515,판매,펫프렌즈동물병원,031-292-1545,경기도 수원시 권선구 구운동,374000003720090006,36.8337974,127.1392804
658,2514,판매,펫조은나라,031-211-0702,경기도 수원시 팔달구 중동,374000003720080016,37.2731159,127.0167417
659,2513,판매,바바라하우스,031-221-5236,경기도 수원시 권선구 곡반정동,374000003720080021,34.410413,-119.695917
660,2512,판매,노을애견,031-213-7717,경기도 수원시 영통구 매탄동,374000003720080022,37.2664377,127.0460944
661,2511,판매,남문동물병원,031-248-0598,경기도 수원시 팔달구 중동,374000003720080020,37.2745711,127.0163629
662,2510,판매,애견사랑,031-253-0096,경기도 수원시 팔달구 중동,374000003720080007,34.0512106,-118.3085326
663,2509,판매,독스캣 강아지고양이 수원점,031-253-0918,경기도 수원시 장안구 영화동,374000003720080008,37.2893645,127.0044878
664,2508,판매,박종화 애견,031-242-7970,경기도 수원시 팔달구 화서동,374000003720100007,37.2853717,127.0069458
665,2507,판매,나라애견,031-204-0034,경기도 수원시 영통구 영통동,374000003720080013,36.6267406,127.4338151
666,2506,판매,탑 애견하우스,031-253-5055,경기도 수원시 팔달구 화서동,374000003720080009,37.2789592,126.9993922
667,2505,판매,THE 예쁘개,031-258-7644,경기도 수원시 장안구 영화동,374000003720080010,37.28705000000001,127.0058242
668,2504,판매,애견백화점,031-256-5090,경기도 수원시 팔달구 장안동,374000003720080011,37.2858475,127.015196
669,2503,판매,러브퍼피,031-256-6321,경기도 수원시 팔달구 신풍동,374000003720080012,47.3225676,-122.3122099
670,2502,판매,도그앤캣,031-212-5079,경기도 수원시 영통구 매탄동,374000003720080004,37.3265383,126.8013738
671,2501,판매,수지애견,***********,경기도 수원시 권선구 세류동,374000003720080002,37.2559181,127.0115836
672,2500,판매,강아지세상,031-298-0353,경기도 수원시 권선구 호매실동,374000003720080005,37.2437209,127.0530068
673,2499,판매,쿨독펫샵,031-269-1833,경기도 수원시 팔달구 화서동,374000003720080001,37.2579517,127.0338317
674,2498,판매,PUPS AVENUE(펍스 에비뉴),***********,경기도 성남시 분당구 운중동,378000003720210018,,
675,2497,판매,동물병원 Dr.정,***********,경기도 성남시 중원구 은행동,378000003720210002,32.8465843,-96.94984600000001
676,2496,판매,비욘댕댕,***********,경기도 성남시 수정구 창곡동,378000003720200047,,
677,2495,판매,로또펫,031-747-0339,경기도 성남시 중원구 금광동,378000003720200041,37.6470713,126.7923783
678,2494,판매,성남 분당 고양이 도레미캣,***********,경기도 성남시 중원구 성남동,378000003720200033,37.4309598,127.1265337
679,2493,판매,인터하이테크,02-515-0151,경기도 성남시 수정구 창곡동,378000003720200031,37.5210743,127.036309
680,2492,판매,반하다펫,031-713-4552,경기도 성남시 분당구 정자동,378000003720200026,37.359366,127.1229601
681,2491,판매,퍼피벨르,***********,경기도 성남시 분당구 삼평동,378000003720200025,,
682,2490,판매,펫나우 성남지점,***********,경기도 성남시 분당구 삼평동,378000003720200021,42.0541572,-88.0719909
683,2489,판매,분당 이마트,031-710-1234,경기도 성남시 분당구 정자동,378000003720200020,37.3587828,127.1197382
684,2488,판매,도그마루,***********,경기도 성남시 분당구 궁내동,378000003720200016,35.1378055,129.1064386
685,2487,판매,마메르시,***********,경기도 성남시 분당구 백현동,378000003720200005,,
686,2486,판매,꽃길만 걷개,***********,경기도 성남시 중원구 성남동,378000003720200001,37.4334676,127.1316624
687,2485,판매,아인츠독 강아지애견분양 성남위례본점,031-757-4885,경기도 성남시 수정구 창곡동,378000003720190093,37.4648928,127.1411618
688,2484,판매,플래니터리헬스,***********,경기도 성남시 분당구 서현동,378000003720190082,,
689,2483,판매,묘한인생,0507-1347-9594,경기도 성남시 분당구 백현동,378000003720190078,37.3877338,127.1146424
690,2482,판매,바우스토리,031-756-5882,경기도 성남시 수정구 창곡동,378000003720190076,37.4664191,127.1390961
691,2481,판매,퍼피랩,***********,경기도 성남시 분당구 정자동,378000003720190071,37.3694278,127.1055727
692,2480,판매,더독(The독),031-602-7114,경기도 성남시 중원구 성남동,378000003720190070,43.0277594,-89.6478253
693,2479,판매,벨라루시펫살롱,031-786-0784,경기도 성남시 분당구 수내동,378000003720190064,37.3771852,127.112148
694,2478,판매,중앙동물병원,031-755-9429,경기도 성남시 수정구 태평동,378000003720190060,40.7608494,-73.8016876
695,2477,판매,㈜코스모스이펙트,0507-1303-2817,경기도 성남시 분당구 서현동,378000003720190055,37.5050707,127.0519429
696,2476,판매,퍼피블러썸,070-4119-3355,경기도 성남시 분당구 백현동,378000003720190042,37.3729184,127.1205679
697,2475,판매,동물보육원,070-4046-8588,경기도 성남시 중원구 금광동,378000003720190032,33.3627629,-117.2500563
698,2474,판매,다올애견샵,***********,경기도 성남시 수정구 산성동,378000003720180159,37.5224076,127.0576076
699,2473,판매,파라키스,***********,경기도 성남시 분당구 백현동,378000003720180158,37.3874776,127.1137601
700,2472,판매,분당고양이분양 나비캣,-,경기도 성남시 분당구 서현동,378000003720180127,37.3758936,127.141024
701,2471,판매,서울동물병원,031-721-2423,경기도 성남시 수정구 수진동,378000003720180084,37.5012744,127.0536039
702,2470,판매,행복한강아지,031-755-8384,경기도 성남시 수정구 태평동,378000003720180072,37.6559409,127.0309567
703,2469,판매,해피애견타운 강아지고양이 분당판교점,***********,경기도 성남시 분당구 정자동,378000003720180041,37.3719909,127.1149946
704,2468,판매,펫아일럿 본점,070-8193-2835,경기도 성남시 수정구 신흥동,378000003720180026,37.4434839,127.1412814
705,2467,판매,낭만고양이 분당점,031-704-9005,경기도 성남시 분당구 판교동,378000003720180004,37.3911288,127.0894593
706,2466,판매,카페다냥,***********,경기도 성남시 중원구 금광동,378000003720180003,37.4460396,127.1638055
707,2465,판매,러빈펫(lovin pet),070-7756-2986,경기도 성남시 분당구 판교동,378000003720180002,37.3903806,127.0918693
708,2464,판매,프렌치카페,0317421112,경기도 성남시 중원구 금광동,378000003720180001,33.961925,-84.138955
709,2463,판매,키워주시개,***********,-,378000003720170011,40.7620348,-73.9710118
710,2462,판매,한빛,070-8888-9830,경기도 성남시 수정구 신흥동,378000003720170010,32.8276407,-117.1626132
711,2461,판매,(주)펫꼬뺑이,02-6457-8000,-,378000003720170008,37.4542987,127.1055984
712,2460,판매,분당캣,***********,경기도 성남시 분당구 정자동,378000003720170002,37.3706499,127.1130165
713,2459,판매,하이멍,***********,경기도 성남시 분당구 분당동,378000003720170001,34.750535,127.6982428
714,2458,판매,펫 파라다이스,070-8840-8182,경기도 성남시 분당구 정자동,378000003720160014,37.3762406,127.110444
715,2457,판매,분당 강아지 분양 고양이 분양 도그마루,***********,-,378000003720160013,37.0657553,127.0613517
716,2456,판매,강아지분양 애견샵 요미독분당점,***********,경기도 성남시 분당구 정자동,378000003720160011,37.3690434,127.1119561
717,2455,판매,분당강아지분양 프렌즈독,-,-,378000003720160010,37.3690604,127.1136189
718,2454,판매,사랑하시개,***********,-,378000003720160009,36.6220233,127.4814449
719,2453,판매,도그스101,031-701-7942,-,378000003720160007,37.3817115,127.0958876
720,2452,판매,펫코리아7,-,-,378000003720160006,,
721,2451,판매,째즈고양이카페,031-705-9022,경기도 성남시 분당구 이매동,378000003720160001,37.3917787,127.1252887
722,2450,판매,마쵸,031-723-9567,경기도 성남시 중원구 성남동,378000003720150014,35.6747557,-105.6902947
723,2449,판매,이지,***********,경기도 성남시 수정구 신흥동,378000003720150012,35.7579885,-96.64677499999999
724,2448,판매,해피애견타운 분당판교점,031-713-3210,경기도 성남시 분당구 정자동,378000003720150011,37.3719909,127.1149946
725,2447,판매,멍스터,8016-5359,경기도 성남시 분당구 판교동,378000003720150010,37.3900379,127.0908943
726,2446,판매,A. DOG(어독),-,경기도 성남시 분당구 판교동,378000003720150009,,
727,2445,판매,The Mans Dog,***********,경기도 성남시 분당구 서현동,378000003720150008,32.9850631,-96.83932460000001
728,2444,판매,비포유,031-715-2298,경기도 성남시 분당구 정자동,378000003720150006,37.5724433,127.0039242
729,2443,판매,펫하우스,8017-0150,경기도 성남시 분당구 운중동,378000003720150004,37.4985167,127.0522975
730,2442,판매,몽땅 펫？,070-5035-0760,경기도 성남시 수정구 산성동,378000003720150003,37.6142259,126.7255681
731,2441,판매,우정앤독스,070--4202-7788,경기도 성남시 분당구 수내동,378000003720140007,37.3652841,127.1287989
732,2440,판매,아마존,031-714-5530,경기도 성남시 분당구 금곡동,378000003720140006,47.6160479,-122.3398805
733,2439,판매,젠티퍼피(Genty Puppy) 강아지 본점,716-6522,경기도 성남시 분당구 정자동,378000003720140004,,
734,2438,판매,꽃강아지,031-701-2770,경기도 성남시 분당구 이매동,378000003720140003,37.5352735,127.2123345
735,2437,판매,파라다이스독,070-7736-1112,경기도 성남시 중원구 중앙동,378000003720140002,36.9910065,127.1900836
736,2436,판매,펫살롱도그,070-4135-1060,경기도 성남시 분당구 야탑동,378000003720140001,37.4926842,126.7660599
737,2435,판매,퍼펫,070-8777-7960,경기도 성남시 수정구 태평동,378000003720130015,47.7776978,-82.27429149999999
738,2434,판매,스타펫,***********,경기도 성남시 분당구 판교동,378000003720130014,37.8155881,127.2124777
739,2433,판매,러브펫멀티펫샵,031-711-8191,경기도 성남시 분당구 정자동,378000003720130013,37.586609,127.1391542
740,2432,판매,젠동물병원,031-752-0075,경기도 성남시 분당구 야탑동,378000003720130011,45.35993,-85.0233914
741,2431,판매,아름동물병원,070-8972-0485,경기도 성남시 분당구 이매동,378000003720130010,37.3994293,127.1228062
742,2430,판매,달려라 바우,070-4643-1302,경기도 성남시 분당구 서현동,378000003720130005,,
743,2429,판매,사랑해줄개,031-713-1366,경기도 성남시 분당구 정자동,378000003720130004,37.7491923,127.0341867
744,2428,판매,이리온동물병원 아브뉴프랑 판교점,031-8017-6125,경기도 성남시 분당구 삼평동,378000003720130003,37.3979204,127.1138188
745,2427,판매,물고기자리,745-9000,경기도 성남시 수정구 신흥동,378000003720130002,37.3248421,127.0981238
746,2426,판매,낭만고양이,***********,경기도 성남시 분당구 판교동,378000003720130001,37.5738865,127.0161358
747,2425,판매,아쿠아오리지널롯데마트서현점,031-711-7785,경기도 성남시 분당구 서현동,378000003720120011,37.382082,127.1360908
748,2424,판매,이편한도그,756-3353,경기도 성남시 중원구 하대원동,378000003720120010,37.4302883,127.1517087
749,2423,판매,㈜에이플러스 야탑점,031-705-2080,경기도 성남시 분당구 야탑동,378000003720120007,37.4128012,127.1274316
750,2422,판매,㈜에이플러스 분당오리점,031-884-2080,경기도 성남시 분당구 구미동,378000003720120008,37.3408391,127.1066853
751,2421,판매,㈜그린프레밀리,031-8023-1234,경기도 성남시 수정구 태평동,378000003720120006,,
752,2420,판매,가온동물병원,757-0079,경기도 성남시 중원구 성남동,378000003720120005,40.7595321,-73.7734396
753,2419,판매,양순애견,743-6631,경기도 성남시 수정구 신흥동,378000003720120004,,
754,2418,판매,판교 VIP동물병원,031-8017-5558,경기도 성남시 분당구 판교동,378000003720120002,37.3899196,127.0978239
755,2417,판매,프라임 도그,070-8639-2098,경기도 성남시 분당구 백현동,378000003720120001,35.1701402,129.0682317
756,2416,판매,행복한동물병원,031-8017-5575,경기도 성남시 분당구 삼평동,378000003720110009,37.2246718,-95.73800419999999
757,2415,판매,마이 프렌즈,8017-7708,경기도 성남시 분당구 백현동,378000003720110006,43.778917,11.2506221
758,2414,판매,펫토피아 동물병원,714-8391,경기도 성남시 분당구 수내동,378000003720110004,40.7608494,-73.8016876
759,2413,판매,플란다스의 개,031-718-4552,경기도 성남시 분당구 정자동,378000003720100002,37.359396,127.1229335
760,2412,판매,㈜서울동물병원,031-741-8119,경기도 성남시 중원구 금광동,378000003720100001,37.5880051,127.0181872
761,2411,판매,한국동물병원,031-746-8990,경기도 성남시 중원구 상대원동,378000003720080004,32.8465843,-96.94984600000001
762,2410,판매,쿨펫동물병원,031-711-7509,경기도 성남시 분당구 구미동,378000003720080002,36.8264712,127.1406664
763,2409,판매,sugar puppy,***********,경기도 의정부시 의정부동,382000003720200054,26.8565207,-80.0954378
764,2408,판매,빼로독 강아지 의정부점,***********,경기도 의정부시 의정부동,382000003720200052,37.7430908,127.0468242
765,2407,판매,루이스펫샵 의정부 강아지분양 애견샵,***********,경기도 의정부시 민락동,382000003720200049,37.7430908,127.0468242
