"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총인원"
"3020000","302000001320040001","20040615","","04","취소/말소/만료/정지/중지","0003","행정처분","","","","","","993","","서울특별시 용산구 원효로1가 46-3번지 ","서울특별시 용산구 원효로 251 3층 (원효로1가 대일빌딩)","04316","highman international","20150922143947","I","2018-08-31 23:59:59.0","","197152.236953111    ","448659.807586615    ","동물용의료용구판매업","","","000",""
"3030000","303000001320190004","20191211","","01","영업/정상","0000","정상","","","","","02-6450-8411","","","서울특별시 성동구 성수동1가 656-1110번지 서울숲 L-Tower 305호","서울특별시 성동구 아차산로 17 서울숲 L-Tower 3층 305호 (성수동1가)","04789","(주)신세계티비쇼핑","20191211124738","I","2019-12-13 00:23:26.0","","203994.658040173    ","449552.049448345    ","동물용의료용구판매업","","","000",""
"3030000","303000001320190003","20191104","","01","영업/정상","0000","정상","","","","","","","","서울특별시 성동구 도선동 22-1번지 다남매 Tower 702호","서울특별시 성동구 고산자로 253 다남매 Tower 702호 (도선동)","04709","주식회사 까만돌","20191104084610","I","2019-11-06 00:23:08.0","","203077.751686799    ","451121.27351231     ","동물용의료용구판매업","","","L00",""
"3030000","303000001320190002","20190604","","01","영업/정상","0000","정상","","","","","02-2088-0668","","","서울특별시 성동구 행당동 134-6번지 세왕빌딩 별관 ","서울특별시 성동구 왕십리로 271 세왕빌딩 별관 1층 (행당동)","04745","제제(zeze)","20190604181405","I","2019-06-06 02:21:04.0","","203225.88425413     ","450709.037866891    ","동물용의료용구판매업","","","000",""
"3030000","303000001320190001","20190318","","01","영업/정상","0000","정상","","","","","024643377","","","서울특별시 성동구 성수동2가 317-4번지 청운재 6층 ","서울특별시 성동구 연무장11길 15 청운재 6층 (성수동2가)","04783","(주)엠씨씨바이오","20190318144029","I","2019-03-20 02:21:55.0","","204993.190198642    ","449015.529617758    ","동물용의료용구판매업","","","L00",""
"3030000","303000001320130001","20130226","","01","영업/정상","0000","정상","","","","","02-541-1212","12.18","","서울특별시 성동구 옥수동 367-1번지 미타사빌딩 403호","서울특별시 성동구 한림말3길 2 403호 (옥수동)","04735","제이호홀딩스 주식회사","20130227104154","I","2018-08-31 23:59:59.0","","201424.808182646    ","448827.626754981    ","동물용의료용구판매업","","","L00",""
"3030000","303000001320170001","20170404","","01","영업/정상","0000","정상","","","","","","","","서울특별시 성동구 행당동 344번지 상가동 111호","서울특별시 성동구 독서당로 441 (행당동 신동아아파트)","04716","도담동물병원","20170404101829","I","2018-08-31 23:59:59.0","","202831.905687785    ","450233.87834092     ","동물용의료용구판매업","","","000",""
"3030000","303000001320180001","20180903","","01","영업/정상","0000","정상","","","","","07-7012-5217","","","서울특별시 성동구 성수동1가 13-164번지 서울숲 IT 밸리 502호","서울특별시 성동구 성수일로 77 서울숲 IT 밸리 502호 (성수동1가)","04790","(주)에스씨포인트","20180903111832","U","2018-09-03 23:59:59.0","","204339.630102839    ","449469.505136008    ","동물용의료용구판매업","","","L00",""
"3030000","303000001320030001","20031114","","03","폐업","0002","폐업","20050228","","","","469-2727","0","","서울특별시 성동구 성수동2가 278-47  번지 ","","","(주)장백베트켐","20050228110718","I","2018-08-31 23:59:59.0","","","","동물용의료용구판매업","","","L00",""
"3040000","304000001320110001","20110712","","01","영업/정상","0000","정상","","","","","02-3436-1114","95","","서울특별시 광진구 능동 255-18번지 노블레스빌 601602호 ","서울특별시 광진구 천호대로 632 (능동)","04987","(주)포인트헬스케어","20120821133114","I","2018-08-31 23:59:59.0","","207649.797734558    ","450162.730478726    ","동물용의료용구판매업","","","L00",""
"3040000","304000001320130001","20130312","","01","영업/정상","0000","정상","","","","","2207-2344","","","서울특별시 광진구 구의동 233-26번지 12층 ","서울특별시 광진구 광나루로 528-8 (구의동)","05031","우주상사","20130312094046","I","2018-08-31 23:59:59.0","","207702.102791043    ","449147.318588005    ","동물용의료용구판매업","","","000",""
"3040000","304000001320180001","20180611","","01","영업/정상","0000","정상","","","","","","","","서울특별시 광진구 군자동 366-14번지 ","서울특별시 광진구 광나루로19길 44-1 (군자동)","05005","진영상사","20180611153023","I","2018-08-31 23:59:59.0","","206380.293372969    ","449710.768030631    ","동물용의료용구판매업","","","000",""
"3040000","304000001320030001","20030527","","03","폐업","0002","폐업","20050201","","","","456-1479","0","","서울특별시 광진구 중곡동 287-14  번지 보광빌라 2-802호 ","","","노그로스","20050201170842","I","2018-08-31 23:59:59.0","","","","동물용의료용구판매업","","","000",""
"3040000","304000001320060001","20060705","","03","폐업","0002","폐업","20100930","","","","447-2582","0","","서울특별시 광진구 구의동 589-10번지 아크로리버 B427 ","","","하나메디컴스오토","20100930135006","I","2018-08-31 23:59:59.0","","208135.50744518     ","448204.09170096     ","동물용의료용구판매업","","","000",""
"3040000","304000001320120001","20120913","","03","폐업","0002","폐업","20131223","","","","452-0980","","","서울특별시 광진구 중곡동 47-12번지 ","서울특별시 광진구 긴고랑로16길 58 (중곡동)","04927","(주)화진환경산업","20131223153449","I","2018-08-31 23:59:59.0","","207129.591315359    ","450811.281982601    ","동물용의료용구판매업","","","L00",""
"3040000","304000001320100001","20101227","","03","폐업","0002","폐업","20110712","","","","02-3436-1114","104.2","","서울특별시 광진구 능동 255-18번지 노블레스빌 601 602호 ","","","메디포인트","20110712145311","I","2018-08-31 23:59:59.0","","207649.797734558    ","450162.730478726    ","동물용의료용구판매업","","","000",""
"3160000","316000001320210008","20210202","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 구로구 구로동 222-7 코오롱디지털타워빌란트 607호","서울특별시 구로구 디지털로32길 30 코오롱디지털타워빌란트 607호 (구로동)","08390","현이네마켓","20210201154856","I","2020-12-02 00:03:00.0","","190776.468544178","442370.143700207","","","","",""
"3050000","305000001320120001","20120427","","01","영업/정상","0000","정상","","","","","02-969-1121","73.92","","","서울특별시 동대문구 회기로 121 (회기동)","02454","KH메디칼","20120427145109","I","2018-08-31 23:59:59.0","","204351.345427544    ","454367.069182738    ","동물용의료용구판매업","","","000",""
"3050000","305000001320150001","20151130","","01","영업/정상","0000","정상","","","","","02-3290-5700","","","","서울특별시 동대문구 청계천로 485 (신설동 청계천 대성 스카이렉스1)","02586","아산제약(주)","20151130125548","I","2018-08-31 23:59:59.0","","202673.924263331    ","452007.750339073    ","동물용의료용구판매업","","","000",""
"3050000","305000001320170001","20170331","","01","영업/정상","0000","정상","","","","","02-2173-7180","","","서울특별시 동대문구 용두동 249-1번지 ","서울특별시 동대문구 천호대로 64 4층 6층 일부호 (용두동)","02587","동아에스티(주)","20170331120023","I","2018-08-31 23:59:59.0","","202601.594014166    ","452366.257544294    ","동물용의료용구판매업","","","L00",""
"3050000","305000001320200001","20200318","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 동대문구 휘경동 281-57번지 ","서울특별시 동대문구 망우로12길 1 달란트빌딩 4층 (휘경동)","02496","두리메디칼","20200318162739","I","2020-03-20 00:23:22.0","","205166.317936773    ","454074.991324664    ","동물용의료용구판매업","","","000",""
"3050000","305000001320040001","20040813","","03","폐업","0002","폐업","20180906","","","","926-2593","0","","서울특별시 동대문구 용두동 763-4번지 ","서울특별시 동대문구 무학로49길 71-8 (용두동)","02578","동래상사","20180906133123","U","2018-09-06 23:59:59.0","","202283.531834489    ","453033.113963359    ","동물용의료용구판매업","","","000",""
"3050000","305000001320030001","20070424","","04","취소/말소/만료/정지/중지","0004","말소","","","","","2213-8300","0","","서울특별시 동대문구 휘경동 312-246번지 ","","","한국유전자","20080102094942","I","2018-08-31 23:59:59.0","","204921.674438032    ","453986.722547829    ","동물용의료용구판매업","","","000",""
"3040000","304000001320200001","20200213","","03","폐업","0002","폐업","20201102","","","","02-497-6744","774","","서울특별시 광진구 중곡동 647-19","서울특별시 광진구 능동로 327-1 302호 (중곡동)","04918","지앤바이오","20201102182145","U","2019-11-02 00:03:00.0","","207019.091699528","450753.975568247","","","","",""
"3060000","306000001320190002","20191008","","01","영업/정상","0000","정상","","","","","","","","서울특별시 중랑구 묵동 181-16번지 ","서울특별시 중랑구 동일로152길 6-4 (묵동)","02045","프라임큐넷","20191008145728","I","2019-10-10 00:22:46.0","","206872.488819071    ","456209.006449672    ","동물용의료용구판매업","","","000",""
"3060000","306000001320190001","20190611","","01","영업/정상","0000","정상","","","","","02-492-9777","","","서울특별시 중랑구 상봉동 128-46번지 ","서울특별시 중랑구 망우로 224 1층 (상봉동)","02122","멍이냥이","20190611110554","I","2019-06-13 02:21:10.0","","206787.260836106    ","454645.570410455    ","동물용의료용구판매업","","","000",""
"3060000","306000001320140001","20140305","","01","영업/정상","0000","정상","","","","","02-948-4934","","","서울특별시 중랑구 묵동 241-13번지 B동 306호","서울특별시 중랑구 동일로157길 60 B동 306호 (묵동)","02007","(주)에스씨아이비에스","20140305154725","I","2018-08-31 23:59:59.0","","206490.785290292    ","456373.540744485    ","동물용의료용구판매업","","","L00",""
"3060000","306000001320160001","20160509","","01","영업/정상","0000","정상","","","","","02-973-0692","","","서울특별시 중랑구 묵동 239-166번지 ","서울특별시 중랑구 중랑역로 196-1 2층 (묵동)","02006","영일교역","20160822102803","I","2018-08-31 23:59:59.0","","206652.460283125    ","456523.376738391    ","동물용의료용구판매업","","","000",""
"3060000","306000001320160002","20160719","","01","영업/정상","0000","정상","","","","","02-2237-1008","","","서울특별시 중랑구 면목동 505-20번지 4층 ","서울특별시 중랑구 면목로 387 4층 (면목동 칠성빌딩)","02219","에이치필","20160727093220","I","2018-08-31 23:59:59.0","","207696.61097229     ","453820.440239348    ","동물용의료용구판매업","","","000",""
"3060000","306000001320050001","20051005","","03","폐업","0002","폐업","20071107","","","","","0","","서울특별시 중랑구 신내동 382-4   번지 대유빌딩4층 ","","","(주)가온랩시스","20071107172417","I","2018-08-31 23:59:59.0","","","","동물용의료용구판매업","","","000",""
"3060000","306000001319990001","19990114","","03","폐업","0002","폐업","20130312","","","","2207-2344","0","","서울특별시 중랑구 면목동 162-79번지 ","서울특별시 중랑구 동일로 582 (면목동)","02225","우주상사","20130312100845","I","2018-08-31 23:59:59.0","","206993.672826978    ","453328.04078664     ","동물용의료용구판매업","","","000",""
"3070000","307000001320190001","20190510","","01","영업/정상","0000","정상","","","","","","","","서울특별시 성북구 장위동 317번지 꿈의숲대명루첸아파트 ","서울특별시 성북구 월계로36길 27 105동 1302호 (장위동 꿈의숲대명루첸아파트)","02757","희송컴퍼니","20190510173420","I","2019-05-12 02:20:43.0","","204079.994702647    ","457579.21641655     ","동물용의료용구판매업","","","000",""
"3070000","307000001320000001","20001120","","03","폐업","0002","폐업","20040527","","","","923-1767","0","","서울특별시 성북구 보문동7가 112-4   번지 ","","","대종기기상사","20040527174039","I","2018-08-31 23:59:59.0","","","","동물용의료용구판매업","","","000",""
"3080000","308000001320190002","20190715","","01","영업/정상","0000","정상","","","","","","","","서울특별시 강북구 수유동 400-30번지 ","서울특별시 강북구 삼양로 356 (수유동)","01082","장보는강아지와고양이","20190715142248","I","2019-07-17 02:21:40.0","","201483.389387629    ","459195.511390265    ","동물용의료용구판매업","","","000",""
"3080000","308000001320050001","20050331","","01","영업/정상","0000","정상","","","","","988-8123","63","","서울특별시 강북구 수유동 48-47번지 ","서울특별시 강북구 덕릉로 54 (수유동)","01112","주)베라인터내셔널","20111030144526","I","2018-08-31 23:59:59.0","","201672.720723896    ","459094.720179548    ","동물용의료용구판매업","","","000",""
"3230000","323000001320210008","20210917","","01","영업/정상","0000","정상","","","","","","","","서울특별시 송파구 가락동 **-*","서울특별시 송파구 중대로 ** *층 효원빌딩 (가락동)","05719","칼스톨츠엔도스코피코리아(유)","20210917130435","I","2020-12-08 23:09:00.0","","210481.077142289","443448.892122874","","","","",""
"3080000","308000001320180001","20181019","","01","영업/정상","0000","정상","","","","","","","","서울특별시 강북구 수유동 95-7번지 수유동 이테크밸리 오피스텔 403-2호","서울특별시 강북구 도봉로77길 6 수유동 이테크밸리 오피스텔 403-2호 (수유동)","01113","주식회사 에스에스피앤디","20181019151736","I","2018-10-21 02:36:06.0","","201942.872328818    ","459046.125539538    ","동물용의료용구판매업","","","L00",""
"3080000","308000001320180002","20181019","","01","영업/정상","0000","정상","","","","","","","","서울특별시 강북구 수유동 54-5번지 수유시장 164-165191-192호 ","서울특별시 강북구 도봉로67길 18 수유시장 1층 164-165191-192호 (수유동)","01117","펫스쿨","20181019153454","I","2018-10-21 02:36:06.0","","201956.180985499    ","458714.365820521    ","동물용의료용구판매업","","","000",""
"3160000","316000001320210009","20210202","","01","영업/정상","0000","정상","","","","","","","","서울특별시 구로구 구로동 222-7 코오롱디지털타워빌란트 607호","서울특별시 구로구 디지털로32길 30 코오롱디지털타워빌란트 607호 (구로동)","08390","현이네마켓","20210202155634","I","2020-12-02 00:04:00.0","","190776.468544178","442370.143700207","","","","",""
"3080000","308000001320190001","20190514","","03","폐업","0002","폐업","20200422","","","","02-983-0178","","","서울특별시 강북구 미아동 4번지 꿈의숲 롯데캐슬 103동 702호","서울특별시 강북구 오현로 56 103동 702호 (미아동 꿈의숲 롯데캐슬)","01232","강북유통","20200423095834","U","2020-04-25 02:40:00.0","","203160.494747285    ","457237.260770848    ","동물용의료용구판매업","","","000",""
"3080000","308000001320000001","20000216","","03","폐업","0002","폐업","20170403","","","","989-4500","50.25","","서울특별시 강북구 미아동 139-69번지 ","서울특별시 강북구 도봉로18길 25 (미아동)","","삼미메디칼","20170403175004","I","2018-08-31 23:59:59.0","","202668.877987427    ","457313.869271774    ","동물용의료용구판매업","","","000",""
"3060000","306000001320040001","20040105","","03","폐업","0002","폐업","20201124","","","","494-2221","0","","서울특별시 중랑구 중화동 324-1 정광빌딩 501호","서울특별시 중랑구 중랑천로 117 501호 (중화동 정광빌딩)","02114","(주)동도바이오텍","20201124203538","U","2019-10-31 22:06:00.0","","206285.912434623","454822.517414545","","","","",""
"3080000","308000001320000002","20001212","","03","폐업","0002","폐업","20030530","","","","","0","","서울특별시 강북구 번동 430-93번지 ","","","서울메디칼","20030530173636","I","2018-08-31 23:59:59.0","","","","동물용의료용구판매업","","","000",""
"3080000","308000001320030001","20030403","","03","폐업","0002","폐업","20080122","","","","993-2777","0","","서울특별시 강북구 수유동 563-91번지 지층 ","서울특별시 강북구 4.19로 68 (수유동지층)","","(주)대종기기산업","20080122182011","I","2018-08-31 23:59:59.0","","200542.427835442    ","460414.73336869     ","동물용의료용구판매업","","","L00",""
"3070000","307000001320180001","20181022","","03","폐업","0002","폐업","20210526","","","","02-6497-0056","","","서울특별시 성북구 석관동 261-289","서울특별시 성북구 화랑로32길 90-1 (석관동)","02789","더나은","20210526111129","U","2020-12-04 22:08:00.0","","205098.253298241","456034.481158663","","","","",""
"3090000","309000001320190001","20190529","","01","영업/정상","0000","정상","","","","","02-900-3844","","","서울특별시 도봉구 창동 296-31번지 ","서울특별시 도봉구 해등로14길 9 1층 (창동)","01402","상상홀릭","20190529091927","I","2019-05-31 02:20:59.0","","203575.614473497    ","461407.317150149    ","동물용의료용구판매업","","","000",""
"3090000","309000001320180001","20180704","","01","영업/정상","0000","정상","","","","","029914317","0","","서울특별시 도봉구 쌍문동 656번지 1층 ","서울특별시 도봉구 도봉로 571 1층 (쌍문동)","01432","폴리파크 쌍문점","20180814112318","I","2018-08-31 23:59:59.0","","203343.625934341    ","461518.674931852    ","동물용의료용구판매업","","","000",""
"3090000","309000001320010001","20010305","","03","폐업","0002","폐업","","","","","","39","","서울특별시 도봉구 방학동 271-2번지 신동아프라자 310호 ","서울특별시 도봉구 방학로 223 310호 (방학동 신동아프라자)","01362","에이스산업","20111030165439","I","2018-08-31 23:59:59.0","","202326.175760253    ","462116.40856417     ","동물용의료용구판매업","","","000",""
"3100000","310000001320190001","20191025","","01","영업/정상","0000","정상","","","","","02-1668-1250","14.27","","서울특별시 노원구 공릉동 622번지 서울창업디딤터 208호","서울특별시 노원구 동일로174길 27 서울창업디딤터 208호 (공릉동)","01849","주식회사 날라주","20200221112551","U","2020-02-23 02:40:00.0","","206708.878294585    ","457477.154924921    ","동물용의료용구판매업","","","L00",""
"3100000","310000001320200001","20200311","","01","영업/정상","0000","정상","","","","","02-935-3838","77","","서울특별시 노원구 상계동 964-5번지 부흥빌딩 ","서울특별시 노원구 동일로 1598 부흥빌딩 1층 우측호 (상계동)","01631","폴리파크 상계점","20200311093802","I","2020-03-13 00:23:38.0","","204909.464271165    ","463186.271687248    ","동물용의료용구판매업","","","000",""
"3110000","311000001320190002","20190722","","01","영업/정상","0000","정상","","","","","070-7727-0230","","","서울특별시 은평구 진관동 278-10번지 2층 ","서울특별시 은평구 대서문길 43-13 2층 (진관동)","03307","(주)창보누리","20190722162645","I","2019-07-24 02:21:44.0","","195447.49212021     ","461501.954950573    ","동물용의료용구판매업","","","000",""
"3110000","311000001320190001","20190221","","01","영업/정상","0000","정상","","","","","","","","서울특별시 은평구 불광동 314-4번지 ","서울특별시 은평구 연서로 267-1 (불광동)","03342","펫츠웨이","20190221091012","I","2019-02-23 02:21:58.0","","193252.461146339    ","457585.904647586    ","동물용의료용구판매업","","","000",""
"3110000","311000001320110001","20110525","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 은평구 불광동 437-6번지 1층 ","서울특별시 은평구 연서로37길 25 (불광동)","03343","D&C","20111031161112","I","2018-08-31 23:59:59.0","","193446.619167486    ","457932.308809201    ","동물용의료용구판매업","","","000",""
"3110000","311000001320170001","20170530","","01","영업/정상","0000","정상","","","","","02-839-4335","0","","서울특별시 은평구 응암동 88-11번지 6층 ","서울특별시 은평구 응암로 337 6층 (응암동 빛터룩스빌딩)","03461","(주)싸이퍼일렉트로닉","20170530135823","I","2018-08-31 23:59:59.0","","193055.119702533    ","455445.92391997     ","동물용의료용구판매업","","","L00",""
"3110000","311000001319830001","19830408","","03","폐업","0002","폐업","20061228","","","","359-6080","0","","서울특별시 은평구 불광동 267-1   번지 ","","","한양동물약품","20061228173333","I","2018-08-31 23:59:59.0","","","","동물용의료용구판매업","","","000",""
"3110000","311000001320140001","20140109","","03","폐업","0002","폐업","20190724","","","","070-7727-0230","0","","서울특별시 은평구 진관동 278-10번지 2층 ","서울특별시 은평구 대서문길 43-13 2층 (진관동)","03307","(주)창보누리","20190724153424","U","2019-07-26 02:40:00.0","","192144.521492715    ","454130.374309361    ","동물용의료용구판매업","","","000",""
"3120000","312000001320190001","20190226","","01","영업/정상","0000","정상","","","","","070-4123-7377","","","서울특별시 서대문구 북아현동 1-123번지 남미빌딩 ","서울특별시 서대문구 북아현로 72-10 남미빌딩 2층 202호 (북아현동)","03748","(주)에이스빌","20190226155858","I","2019-02-28 02:21:34.0","","195954.47162715     ","451266.550192428    ","동물용의료용구판매업","","","000",""
"3120000","312000001320170001","20120702","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 서대문구 충정로3가 470번지 풍산빌딩 ","서울특별시 서대문구 충정로 23 풍산빌딩 67층 (충정로3가)","03737","지멘스헬시니어스(주)","20190920073355","U","2019-09-22 02:40:00.0","","196662.335160742    ","450999.900043141    ","동물용의료용구판매업","","","L00",""
"3120000","312000001320180001","20180808","","01","영업/정상","0000","정상","","","","","023325937","","","서울특별시 서대문구 창천동 30-9번지 ","서울특별시 서대문구 신촌로 91 (창천동)","03789","폴리파크 신촌점","20180808142452","I","2018-08-31 23:59:59.0","","194315.886084572    ","450384.575342365    ","동물용의료용구판매업","","","000",""
"3120000","312000001319990001","19991002","","02","휴업","0001","휴업","","20041019","","","","0","","서울특별시 서대문구 북가좌동 383-11  번지 ","","","강화축산","20041019134051","I","2018-08-31 23:59:59.0","","","","동물용의료용구판매업","","","000",""
"3120000","312000001319990002","19991101","","03","폐업","0002","폐업","20070501","","","","","0","","서울특별시 서대문구 천연동 100번지 ","서울특별시 서대문구 독립문로10길 2 (천연동)","","진산무역","20070501100717","I","2018-08-31 23:59:59.0","","196519.085468002    ","451816.429613812    ","동물용의료용구판매업","","","000",""
"3130000","313000001320190002","20190416","","01","영업/정상","0000","정상","","","","","02-2069-3121","0","","서울특별시 마포구 동교동 158-29번지 ","서울특별시 마포구 동교로 192-1 1층 101호 (동교동)","03995","주식회사 포파코 홍대지점","20190417101024","I","2019-04-19 02:20:25.0","","193104.772014315    ","450560.146911255    ","동물용의료용구판매업","","","L00",""
"3130000","313000001319940001","19940228","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 마포구 서교동 463-4   번지 1층 ","","","(주)성보사이언스텍","20030430100318","I","2018-08-31 23:59:59.0","","","","동물용의료용구판매업","","","000",""
"3130000","313000001320030001","20030129","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 마포구 아현동 91-17번지 ","서울특별시 마포구 마포대로 268 (아현동)","04201","S.H.C.P KOREA","20111030161940","I","2018-08-31 23:59:59.0","","196378.162500119    ","450540.375791376    ","동물용의료용구판매업","","","000",""
"3130000","313000001320050001","20050523","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 마포구 합정동 381-55번지 ","서울특별시 마포구 양화진2길 8 (합정동)","04070","주식회사 프로벳","20180702110141","I","2018-08-31 23:59:59.0","","192174.616474713    ","449522.132702682    ","동물용의료용구판매업","","","000",""
"3130000","313000001320080001","20080124","","01","영업/정상","0000","정상","","","","","325-8058","0","","서울특별시 마포구 상암동 23-6번지 101호 ","","","(주)레이케어","20110713091142","I","2018-08-31 23:59:59.0","","190780.007124539    ","452636.550076862    ","동물용의료용구판매업","","","L00",""
"3130000","313000001320180001","20180625","","01","영업/정상","0000","정상","","","","","02-6933-9394","","","서울특별시 마포구 동교동 159-5번지 케이스퀘어 ","서울특별시 마포구 양화로 161 케이스퀘어 612호 (동교동)","03995","찹앤찹","20180625105935","I","2018-08-31 23:59:59.0","","193152.62383534     ","450523.47124017     ","동물용의료용구판매업","","","000",""
"3130000","313000001320200003","20200316","","01","영업/정상","0000","정상","","","","","","","","서울특별시 마포구 성산동 596번지 대원아파트 ","서울특별시 마포구 성산로4길 75 101동 1504호 (성산동 대원아파트)","03966","해와달","20200316185449","I","2020-03-18 00:23:29.0","","192001.579274987    ","451360.713321706    ","동물용의료용구판매업","","","000",""
"3130000","313000001320200002","20200312","","01","영업/정상","0000","정상","","","","","02-1800-5813","","","서울특별시 마포구 공덕동 92-7번지 ","서울특별시 마포구 마포대로16나길 10-18 1층 (공덕동)","04205","마이스리모","20200312174959","I","2020-03-14 00:23:22.0","","196255.792033536    ","449822.921331655    ","동물용의료용구판매업","","","000",""
"3130000","313000001320200001","20200305","","01","영업/정상","0000","정상","","","","","1522-5083","","","서울특별시 마포구 마포동 33-1번지 신한디엠빌딩 ","서울특별시 마포구 마포대로 25 신한디엠빌딩 7층 736호 (마포동)","04167","주식회사 나우위","20200305170932","I","2020-03-07 00:23:22.0","","195051.53369717     ","448575.956518546    ","동물용의료용구판매업","","","L00",""
"3130000","313000001320190001","20190318","","03","폐업","0002","폐업","20190426","","","","02-2088-7159","","","서울특별시 마포구 서교동 480-26번지 ","서울특별시 마포구 양화로7길 83 2층 (서교동)","04029","컨비니언스","20190429170637","U","2019-05-01 02:40:00.0","","192296.767618228    ","450228.046369371    ","동물용의료용구판매업","","","000",""
"3130000","313000001320040001","20040611","","03","폐업","0002","폐업","20050317","","","","","0","","서울특별시 마포구 서교동 451-4   번지 1층 ","","","펫플러스","20050318091514","I","2018-08-31 23:59:59.0","","","","동물용의료용구판매업","","","000",""
"3140000","314000001320030001","20020814","","03","폐업","0002","폐업","20030104","","","","","73.7","","서울특별시 양천구 신정동 939-1   번지 일광빌딩(4층) ","","","(주)에릭스","20030104092359","I","2018-08-31 23:59:59.0","","","","동물용의료용구판매업","","","L00",""
"3150000","315000001320190001","20190516","","01","영업/정상","0000","정상","","","","","26526318","40","","서울특별시 강서구 등촌동 654-58번지 ","서울특별시 강서구 공항대로51길 17 1층 (등촌동)","07571","(주)세일케이엠","20190516135507","I","2019-05-18 02:20:49.0","","187332.486700036    ","450332.354576088    ","동물용의료용구판매업","","","L00",""
"3150000","315000001320170001","20170629","","01","영업/정상","0000","정상","","","","","2661-8881","0","","서울특별시 강서구 마곡동 739-1번지 807-1호","서울특별시 강서구 방화대로 294 8층 807-1호 (마곡동 마곡더블유타워)","07599","메디벳헬스케어","20170731103655","I","2018-08-31 23:59:59.0","","183758              ","451652              ","동물용의료용구판매업","","","000",""
"3150000","315000001320180001","20180322","","01","영업/정상","0000","정상","","","","","2668-0680","","","서울특별시 강서구 가양동 1498번지 강서한강자이타워 A동 313호","서울특별시 강서구 양천로 401 강서한강자이타워 A층 313호 (가양동)","07528","(주)케이비엠약품","20180323090114","I","2018-08-31 23:59:59.0","","186501.233192961    ","451485.251875922    ","동물용의료용구판매업","","","L00",""
"3150000","315000001320180003","20180730","","01","영업/정상","0000","정상","","","","","02-6956-9413","","","서울특별시 강서구 마곡동 774-1번지 ","서울특별시 강서구 공항대로 209 1117호 (마곡동)","07802","주식회사 엠트리센","20191212125403","U","2019-12-14 02:40:00.0","","185365              ","450789              ","동물용의료용구판매업","","","L00",""
"3150000","315000001320030001","20030723","","03","폐업","0002","폐업","20050725","","","","2666-6766","0","","서울특별시 강서구 방화동 830-5번지 샤르망 오피스텔 901호","서울특별시 강서구 방화대로47가길 41 901호 (방화동 샤르망 오피스텔)","07511","다스림상사","20111030133501","I","2018-08-31 23:59:59.0","","183466.507671245    ","452885.190156723    ","동물용의료용구판매업","","","000",""
"3150000","315000001320130001","20130214","","03","폐업","0002","폐업","20151229","","","","02-6341-2100","47","","서울특별시 강서구 등촌동 ","서울특별시 강서구 공항대로41길 51 (등촌동 세신그린코아빌딩)","07586","하이플러스하이","20151229131944","I","2018-08-31 23:59:59.0","","186301.875540288    ","450896.992532972    ","동물용의료용구판매업","","","000",""
"3150000","315000001320180002","20180621","","03","폐업","0002","폐업","20190130","","","","","","","서울특별시 강서구 화곡동 1028-35번지 ","서울특별시 강서구 화곡로31길 54 1층 (화곡동)","07697","굿프랜즈","20190130111109","U","2019-02-01 02:40:00.0","","185829.327450003    ","449157.719617067    ","동물용의료용구판매업","","","000",""
"3140000","314000001320060001","20060608","","03","폐업","0002","폐업","20200708","","","","2698-7571","48","","서울특별시 양천구 신월동 52-9 1층","서울특별시 양천구 남부순환로33길 1 (신월동1층)","","여라의료기","20200709083114","U","2019-12-06 23:01:00.0","","184707.746690476","448400.181619605","","","","",""
"3160000","316000001320190002","20191108","","01","영업/정상","0000","정상","","","","","02-859-3252","","","서울특별시 구로구 구로동 106-4번지 선경오피스텔 303호","서울특별시 구로구 공원로 3 선경오피스텔 3층 3호 (구로동)","08298","주식회사 한길반도체","20191108091814","I","2019-11-10 00:23:10.0","","190410.047738361    ","443953.502895004    ","동물용의료용구판매업","","","000",""
"3120000","312000001320210003","20210927","","01","영업/정상","0000","정상","","","","","","","","서울특별시 서대문구 창천동 **-** VERTIGO","서울특별시 서대문구 연세로 *-* VERTIGO **층 (창천동)","03779","주식회사 티에스엠텍홀딩스","20210927140024","I","2020-12-08 22:09:00.0","","194382.109981443","450450.682916715","","","","",""
"3160000","316000001320140003","20141215","","01","영업/정상","0000","정상","","","","","070-8807-8849","","","서울특별시 구로구 구로동 108-529번지 ","서울특별시 구로구 공원로 41 529호 (구로동)","08298","제네스","20141215162056","I","2018-08-31 23:59:59.0","","190197.627242129    ","444245.56335468     ","동물용의료용구판매업","","","000",""
