개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명
3180000,3.18E+17,20021205,,3,폐업,2,폐업,20120116,,,,831-0075,32.3,,서울특별시 영등포구 대림동 978-19번지 ,서울특별시 영등포구 시흥대로 649 (대림동),,조은동물병원
3180000,3.18E+17,20021121,,3,폐업,2,폐업,20061025,,,,842-0075,100,,서울특별시 영등포구 대림동 979-13번지 ,,,성모종합동물병원
3180000,3.18E+17,20011011,,3,폐업,2,폐업,20130423,,,,3775-3757,62.27,,서울특별시 영등포구 여의도동 54-6번지 영창빌딩 202-1호 ,서울특별시 영등포구 여의대방로68길 15 (여의도동),7343,우리동물병원
3180000,3.18E+17,20010820,,3,폐업,2,폐업,20170601,,,,846-4597,36.05,,서울특별시 영등포구 대림동 710-14번지 ,서울특별시 영등포구 도림로 153 (대림동),,두암동물병원
3180000,3.18E+17,20010828,,3,폐업,2,폐업,20060119,,,,832-0081,42,,서울특별시 영등포구 대림동 740-2   번지 ,,,초이동물병원
3180000,3.18E+17,20010504,,3,폐업,2,폐업,20081110,,,,2638-0644,73,,서울특별시 영등포구 영등포동 592-24번지 1층 ,서울특별시 영등포구 영신로 22-2 (영등포동1층),,강쥐생각동물병원
3180000,3.18E+17,20190326,,3,폐업,2,폐업,20190326,,,,070-8126-7582,0,,서울특별시 영등포구 양평동5가 76번지 양평동한신아파트 ,서울특별시 영등포구 양평로24길 9 1층 12호 (양평동5가 양평동한신아파트),7204,사랑의 동물병원
3180000,3.18E+17,19881114,,3,폐업,2,폐업,20161121,,,,845-3368,66.43,,서울특별시 영등포구 신길동 4662번지 ,서울특별시 영등포구 신길로 42 (신길동),7436,대림동물병원
3180000,3.18E+17,19990426,,3,폐업,2,폐업,20050613,,,,2635-7582,60,,서울특별시 영등포구 당산동6가 3-12  번지 ,,,토론토동물병원
3180000,3.18E+17,19980819,,3,폐업,2,폐업,20191227,,,,841-8341,26.4,,서울특별시 영등포구 신길동 296-12번지 ,서울특별시 영등포구 도신로 106 (신길동),7382,도림동물병원
3180000,3.18E+17,19940426,,3,폐업,2,폐업,20060830,,,,2633-9991,33,,서울특별시 영등포구 당산동1가 348번지 ,서울특별시 영등포구 당산로 96 (당산동1가),,영등포동물병원
3180000,3.18E+17,19931105,,3,폐업,2,폐업,20070410,,,,831-6817,49.5,,서울특별시 영등포구 신길동 1613번지 ,서울특별시 영등포구 여의대방로39길 33-2 (신길동),,인성동물병원
3180000,3.18E+17,19911119,,3,폐업,2,폐업,20041216,,,,2638-0644,33,,서울특별시 영등포구 대림동 700-1번지 ,서울특별시 영등포구 대림로 154 (대림동),,와우동물병원
3180000,3.18E+17,20071109,,1,영업/정상,0,정상,,,,,02-785-7582,0,,서울특별시 영등포구 여의도동 42-1번지 롯데슈퍼 2층 ,서울특별시 영등포구 국제금융로 79 (여의도동롯데슈퍼 2층),,Dr.수동물병원
3180000,3.18E+17,20070627,,1,영업/정상,0,정상,,,,,02-2671-0026,48,,서울특별시 영등포구 당산동5가 11-33번지 당산디오빌 1층 103-3 ,서울특별시 영등포구 당산로 222 (당산동5가당산디오빌 1층 103-3),,디오빌 동물병원
3180000,3.18E+17,20060306,,1,영업/정상,0,정상,,,,,2068-2277,44.55,,서울특별시 영등포구 양평동2가 1-1번지 신동아하이팰리스상가 104동 131호,서울특별시 영등포구 선유서로 67 104동 131호 (양평동2가신동아하이팰리스상가),,애드펫동물병원
3180000,3.18E+17,20040504,,1,영업/정상,0,정상,,,,,2632-8687,0,,서울특별시 영등포구 영등포동7가 64-48번지 ,서울특별시 영등포구 영중로27길 10 (영등포동7가),7245,서울동물병원
3180000,3.18E+17,20130812,,1,영업/정상,0,정상,,,,,02-844-7775,118.51,,서울특별시 영등포구 신길동 100-12번지 중양빌딩 ,서울특별시 영등포구 도신로 252 (신길동),7352,한가람동물의료센터
3220000,3.22E+17,20030313,,3,폐업,2,폐업,20050223,,,,,48,,서울특별시 강남구 삼성동 35-32  번지 대영빌딩 1층 ,,,퍼피즌동물병원
3180000,3.18E+17,20130103,,1,영업/정상,0,정상,,,,,2633-9991,,,서울특별시 영등포구 당산동1가 40-18번지 ,서울특별시 영등포구 영등포로 131-2 (당산동1가),7266,영등포동물병원
3180000,3.18E+17,20121126,,1,영업/정상,0,정상,,,,,02-2069-0082,54.14,,서울특별시 영등포구 문래동3가 55-3번지 4층 ,서울특별시 영등포구 당산로 42 4층 (문래동3가 삼성홈플러스빌딩),7297,도그플러스동물병원
3180000,3.18E+17,20120223,,1,영업/정상,0,정상,,,,,02-834-7582,99,,서울특별시 영등포구 대림동 776-2번지 ,서울특별시 영등포구 가마산로 324 (대림동),7411,왈츠동물병원
3180000,3.18E+17,20110314,,1,영업/정상,0,정상,,,,,786-7582,0,,서울특별시 영등포구 여의도동 47번지 자이상가 501동 109호 ,서울특별시 영등포구 여의동로3길 10 (여의도동자이상가 501동 109호),,I-pet 동물병원
3180000,3.18E+17,20140214,,1,영업/정상,0,정상,,,,,2679-9997,,,서울특별시 영등포구 영등포동8가 72 미소로,서울특별시 영등포구 영신로 238 미소로 1 2층 107 204호 (영등포동8가),7228,미소로동물병원
3180000,3.18E+17,20170207,,1,영업/정상,0,정상,,,,,02-783-7580,0,,서울특별시 영등포구 여의도동 53-3번지 미라클빌딩 4층 ,서울특별시 영등포구 국제금융로 108 4층 (여의도동 미라클빌딩),7343,여의도 동물병원
3180000,3.18E+17,20161027,,1,영업/정상,0,정상,,,,,02-835-7975,,,서울특별시 영등포구 신길동 162-10번지 ,서울특별시 영등포구 도신로 225-1 1층 (신길동 정일빌딩),7316,아람동물병원
3180000,3.18E+17,20151016,,1,영업/정상,0,정상,,,,,02-833-8275,79.42,,서울특별시 영등포구 대림동 979-3번지 1층 ,서울특별시 영등포구 시흥대로 647 1층 (대림동),7442,아프리카동물병원
3180000,3.18E+17,20180110,,1,영업/정상,0,정상,,,,,02-2675-7557,0,,서울특별시 영등포구 양평동3가 46번지 이앤씨드림타워 102호,서울특별시 영등포구 선유로 146 이앤씨드림타워 102호 (양평동3가),7255,사랑동물병원
3180000,3.18E+17,20020326,,1,영업/정상,0,정상,,,,,847-6759,28.2,,서울특별시 영등포구 신길동 829-1번지 ,서울특별시 영등포구 여의대방로 201 (신길동),7360,한국동물병원
3130000,3.13E+17,20210510,,4,취소/말소/만료/정지/중지,4,말소,,,,,23727288,0,,서울특별시 마포구 중동 64-23,서울특별시 마포구 월드컵북로38길 14 4층 (중동),3941,성산연세약국
3180000,3.18E+17,20000519,,1,영업/정상,0,정상,,,,,841-0075,40.5,,서울특별시 영등포구 신길동 95-39번지 ,서울특별시 영등포구 영등포로76길 1 (신길동),7352,참 동물병원
3180000,3.18E+17,19881114,,1,영업/정상,0,정상,,,,,833-0309,49.5,,서울특별시 영등포구 신길동 628번지 ,서울특별시 영등포구 여의대방로35길 1 (신길동),,대방동물병원
3180000,3.18E+17,20000218,,1,영업/정상,0,정상,,,,,02-835-7572,153,,서울특별시 영등포구 신길동 3611번지 ,서울특별시 영등포구 신길로 70 (신길동),7436,신풍동물종합병원
3180000,3.18E+17,20100423,,3,폐업,2,폐업,20170227,,,,02-2635-7582,93.39,,서울특별시 영등포구 영등포동8가 76-1번지 삼환상가 1층 114호 ,서울특별시 영등포구 영중로 145 1층 114호 (영등포동8가 삼환상가),7227,포레스트동물병원
3180000,3.18E+17,20090916,,3,폐업,2,폐업,20190729,,,,02-2634-8275,0,,서울특별시 영등포구 영등포동4가 442번지 타임스퀘어 지하1층 (B102) ,서울특별시 영등포구 영중로 15 지하1층 102호 (영등포동4가 타임스퀘어),7305,(주)러브펫동물병원
3180000,3.18E+17,20090401,,3,폐업,2,폐업,20150930,,,,833-8275,0,,서울특별시 영등포구 대림동 979-3번지 ,서울특별시 영등포구 시흥대로 647 (대림동),,아프리카 동물병원
3180000,3.18E+17,20061208,,3,폐업,2,폐업,20090330,,,,833-8275,0,,서울특별시 영등포구 대림동 979-3번지 ,서울특별시 영등포구 시흥대로 647 (대림동),,아프리카동물병원
3180000,3.18E+17,20180622,,1,영업/정상,0,정상,,,,,02-2676-7582,0,,서울특별시 영등포구 양평동1가 28-3,서울특별시 영등포구 영등포로 85-1 1 2 지층 (양평동1가),7262,24시 수 동물메디컬센터
3180000,3.18E+17,20170522,,1,영업/정상,0,정상,,,,,02-848-7975,0,,서울특별시 영등포구 신길동 2039 상가동 C119호,서울특별시 영등포구 신풍로 77 상가동 C119호 (신길동 래미안에스티움),7390,신길 온동물병원
3190000,3.19E+17,20121105,,3,폐업,2,폐업,20140513,,,,02-6368-9490,35,,서울특별시 동작구 흑석동 271-4번지 ,서울특별시 동작구 현충로 150 (흑석동),6983,주포드동물병원
3190000,3.19E+17,20191218,,1,영업/정상,0,정상,,,,,02-595-7582,47.12,,서울특별시 동작구 동작동 333번지 이수힐스테이트 ,서울특별시 동작구 동작대로39길 22 209동 116호117호 (동작동 이수힐스테이트),6993,엘'S동물병원
3230000,3.23E+17,20201118,,1,영업/정상,0,정상,,,,,,0,,서울특별시 송파구 잠실동 242-2,서울특별시 송파구 석촌호수로 104 1층 (잠실동),5566,도그마루 동물병원
3190000,3.19E+17,20120410,,3,폐업,2,폐업,20170322,,,,02-816-7579,83.3,,서울특별시 동작구 상도1동 368번지 ,서울특별시 동작구 상도로 303 (상도1동),6970,굿모닝동물병원
3190000,3.19E+17,20101013,,3,폐업,2,폐업,20120113,,,,3472-1188,23.2,,서울특별시 동작구 사당동 708-333번지 ,서울특별시 동작구 동작대로23길 8 (사당동),,야셀동물병원
3190000,3.19E+17,20100526,,3,폐업,2,폐업,,,,,02-817-0025,33.44,,서울특별시 동작구 흑석동 8-32번지 ,서울특별시 동작구 현충로 100 (흑석동),6979,흑석동물병원
3190000,3.19E+17,20100503,,3,폐업,2,폐업,20171229,,,,02-3280-8275,108,,서울특별시 동작구 상도동 27-12번지 ,서울특별시 동작구 상도로 214 (상도동),6964,유케어종합동물병원
3190000,3.19E+17,19950222,,3,폐업,2,폐업,20120114,,,,823-7500,0,,서울특별시 동작구 상도동 34-18  번지 ,,,김확수동물병원
3190000,3.19E+17,19940509,,3,폐업,2,폐업,20000224,,,,813-2187,0,,서울특별시 동작구 노량진동 312-43  번지 ,,,대신동물병원
3190000,3.19E+17,19911011,,3,폐업,2,폐업,20000925,,,,823-9680,0,,서울특별시 동작구 상도동 365-9   번지 ,,,상도동물병원
3190000,3.19E+17,19840411,,3,폐업,2,폐업,20100531,,,,3472-1188,0,,서울특별시 동작구 사당동 147-48번지 화인빌딩 1층 ,서울특별시 동작구 사당로 308 (사당동화인빌딩 1층),,야셀동물병원
3190000,3.19E+17,19760701,,3,폐업,2,폐업,20190830,,,,02-813-9952,30.84,,서울특별시 동작구 흑석동 8-32번지 1층 ,서울특별시 동작구 현충로 100 1층 (흑석동),6979,중앙동물병원
3190000,3.19E+17,19640702,,3,폐업,2,폐업,20041105,,,,815-8815,0,,서울특별시 동작구 흑석동 109-1   번지 ,,,이승배수의과병원
3190000,3.19E+17,20000427,,3,폐업,2,폐업,20170906,,,,02-822-6466,0,,서울특별시 동작구 상도동 244-206번지 ,서울특별시 동작구 성대로11길 46 1층 (상도동),6960,김용각동물병원
3190000,3.19E+17,20000408,,3,폐업,2,폐업,20031213,,,,581-2524,0,,서울특별시 동작구 사당동 1019-42  번지 ,,,성민동물병원
3190000,3.19E+17,19991009,,3,폐업,2,폐업,20100524,,,,817-0025,0,,서울특별시 동작구 흑석동 8-32  번지 ,,,흑석애니피스동물병원
3190000,3.19E+17,19990909,,3,폐업,2,폐업,20020617,,,,815-8207,0,,서울특별시 동작구 상도동 701-3   번지 ,,,가나안동물병원
3190000,3.19E+17,19990615,,3,폐업,2,폐업,20040625,,,,813-9619,0,,서울특별시 동작구 상도동 370-12  번지 ,,,인동물병원
3190000,3.19E+17,19990602,,3,폐업,2,폐업,20000515,,,,583-7572,0,,서울특별시 동작구 사당동 1001-17  번지 ,,,세진동물병원
3190000,3.19E+17,19980428,,3,폐업,2,폐업,20150127,,,,02-814-7582,198,,서울특별시 동작구 대방동 393-67번지 ,서울특별시 동작구 상도로 71 (대방동),,동작동물종합병원
3190000,3.19E+17,20090907,,3,폐업,2,폐업,20110830,,,,821-3181,29.7,,서울특별시 동작구 대방동 501-0번지 대림쇼핑센터204호 ,,,쿠키동물병원
3190000,3.19E+17,20080422,,3,폐업,2,폐업,20150530,,,,02-822-7582,73.11,,서울특별시 동작구 상도동 242-62번지 102호,서울특별시 동작구 성대로1길 24 102호 (상도동),,마야네동물병원
3190000,3.19E+17,20071002,,3,폐업,2,폐업,20140619,,,,02-596-8275,30.13,,서울특별시 동작구 사당동 708-401번지 ,서울특별시 동작구 사당로17길 3 (사당동),,다래동물병원
3190000,3.19E+17,20051130,,3,폐업,2,폐업,20080102,,,,813-7579,0,,서울특별시 동작구 대방동 405-8번지 ,서울특별시 동작구 상도로 58 (대방동),,피닉스동물병원
3190000,3.19E+17,20050628,,3,폐업,2,폐업,20100630,,,,592-8875,0,,서울특별시 동작구 사당동 162-96번지 ,서울특별시 동작구 사당로23나길 30 (사당동),,정금동물병원
3190000,3.19E+17,20050530,,3,폐업,2,폐업,20060915,,,,813-5999,0,,서울특별시 동작구 대방동 342-5번지 ,서울특별시 동작구 여의대방로 284 (대방동),,플로리다 종합동물병원
3190000,3.19E+17,20041118,,3,폐업,2,폐업,20100324,,,,587-5618,0,,서울특별시 동작구 사당동 224-24번지 ,서울특별시 동작구 사당로 180 (사당동),,원동물병원
3190000,3.19E+17,20041012,,3,폐업,2,폐업,20051220,,,,823-9008,0,,서울특별시 동작구 대방동 400-5번지 ,,,신대방동물병원
3190000,3.19E+17,20040628,,3,폐업,2,폐업,20070607,,,,813-9619,0,,서울특별시 동작구 상도동 370-12  번지 ,,,인동물병원
3190000,3.19E+17,20040624,,3,폐업,2,폐업,20100705,,,,833-7554,0,,서울특별시 동작구 신대방동 707번지 현대상가 B동 105호,,,유석동물병원
3190000,3.19E+17,20040420,,3,폐업,2,폐업,20090907,,,,821-3181,0,,서울특별시 동작구 대방동 501번지 대림쇼핑센타  204호 ,,,쿠키동물병원
3190000,3.19E+17,20030718,,3,폐업,2,폐업,20120314,,,,816-7579,0,,서울특별시 동작구 상도1동 368번지 ,서울특별시 동작구 상도로 303 (상도1동),,굿모닝동물병원
3190000,3.19E+17,20021202,,3,폐업,2,폐업,,,,,02-822-3459,0,,서울특별시 동작구 상도동 210-124번지 지하1층 ,서울특별시 동작구 양녕로 184-1 (상도동지하1층),,종합동물병원 Pet Together
3190000,3.19E+17,20010522,,3,폐업,2,폐업,20180521,,,,02-522-2656,0,,서울특별시 동작구 사당동 1003-27번지 43통3반 ,서울특별시 동작구 사당로 284 1층 (사당동),7013,나라동물병원
3190000,3.19E+17,20001012,,3,폐업,2,폐업,20020910,,,,816-7582,0,,서울특별시 동작구 노량진동 45-5   번지 ,,,디아크동물종합병원
3190000,3.19E+17,20200226,,1,영업/정상,0,정상,,,,,02-6959-0759,63,,서울특별시 동작구 상도동 22-1번지 대화빌딩 ,서울특별시 동작구 만양로 11 대화빌딩 1층 (상도동),6921,다정다감동물병원
3190000,3.19E+17,20130717,,1,영업/정상,0,정상,,,,,02-3280-7975,88.48,,서울특별시 동작구 대방동 401-21번지 ,서울특별시 동작구 상도로 16 1층 (대방동),7055,보라매웰종합동물병원
3190000,3.19E+17,20120620,,1,영업/정상,0,정상,,,,,02-822-0275,79.2,,서울특별시 동작구 흑석동 6-5번지 ,서울특별시 동작구 현충로 92 (흑석동),6979,흑석24시동물병원
3190000,3.19E+17,20120214,,1,영업/정상,0,정상,,,,,02-823-7500,154.45,,서울특별시 동작구 상도동 34-18번지 1층 및 2층 ,서울특별시 동작구 상도로 262 1층 및 2층 (상도동),6965,우리아이동물병원
3190000,3.19E+17,20120118,,1,영업/정상,0,정상,,,,,02-813-4567,30.8,,서울특별시 동작구 흑석동 335-1번지 ,서울특별시 동작구 흑석한강로 2 1층 105호 (흑석동),6979,나무동물병원
3190000,3.19E+17,20161205,,3,폐업,2,폐업,20201109,,,,070-4300-3938,57.12,,서울특별시 동작구 상도동 348-148 1층,서울특별시 동작구 상도로 111 (상도동),6952,캐나다동물병원
3190000,3.19E+17,20111207,,1,영업/정상,0,정상,,,,,02-593-8275,209.99,,서울특별시 동작구 사당동 148-9 1층 및 2층,서울특별시 동작구 사당로 289 1층 및 2층 (사당동),7008,굿파파 24시 반려동물건강검진센터
3190000,3.19E+17,20130311,,1,영업/정상,0,정상,,,,,02-812-7512,49.85,,서울특별시 동작구 상도동 486-7,서울특별시 동작구 상도로 353 1층 (상도동),6977,상도힐링동물병원
3240000,3.24E+17,20201228,,1,영업/정상,0,정상,,,,,02-3428-0045,44.81,,서울특별시 강동구 고덕동 210-1 고덕센트럴푸르지오 메가스퀘어동 225호,서울특별시 강동구 고덕로 399 메가스퀘어동 2층 225호 (고덕동 고덕센트럴푸르지오),5222,센트럴동물병원
3190000,3.19E+17,20100702,,1,영업/정상,0,정상,,,,,02-592-8875,60,,서울특별시 동작구 사당동 162-96번지 1층 ,서울특별시 동작구 사당로23나길 30 (사당동1층),,이수동물병원
3190000,3.19E+17,20100429,,1,영업/정상,0,정상,,,,,02-3486-7707,32.5,,서울특별시 동작구 사당동 1047-49번지 102호 ,서울특별시 동작구 남부순환로267길 5 (사당동102호),,세인트필립 동물병원
3020000,3.02E+17,20210423,,1,영업/정상,0,정상,,,,,02-6956-2280,148.05,,서울특별시 용산구 한남동 737-4 1층,서울특별시 용산구 이태원로 227 1층 (한남동),4349,더벳한남동물병원
3190000,3.19E+17,20200204,,1,영업/정상,0,정상,,,,,02-812-7585,258.72,,서울특별시 동작구 상도1동 623,서울특별시 동작구 양녕로 277-1 (상도1동),6919,품 동물의료센터
3190000,3.19E+17,19920527,,1,영업/정상,0,정상,,,,,02-532-1740,0,,서울특별시 동작구 사당동 265-12번지 ,서울특별시 동작구 사당로 229 (사당동),,모범동물병원
3190000,3.19E+17,19990125,,1,영업/정상,0,정상,,,,,02-586-8275,66.5,,서울특별시 동작구 사당동 1047-44번지 ,서울특별시 동작구 남부순환로 2051 (사당동),,사당동물병원
3190000,3.19E+17,20170320,,1,영업/정상,0,정상,,,,,02-521-5775,29.8,,서울특별시 동작구 사당동 248-5번지 ,서울특별시 동작구 사당로 196 1층 102호 (사당동 거묵프리미엄 상가),7009,나을동물병원
3190000,3.19E+17,20100325,,1,영업/정상,0,정상,,,,,02-587-5618,64.35,,서울특별시 동작구 사당동 224-24번지 ,서울특별시 동작구 사당로 180 (사당동),,원동물병원
3190000,3.19E+17,20080115,,1,영업/정상,0,정상,,,,,02-813-7579,132.66,,서울특별시 동작구 대방동 395-4번지 ,서울특별시 동작구 상도로 43 1층 (대방동 정원빌딩),6954,피닉스동물병원
3190000,3.19E+17,20060925,,1,영업/정상,0,정상,,,,,02-813-5999,53.49,,서울특별시 동작구 대방동 342-5번지 ,서울특별시 동작구 여의대방로 284 (대방동),,강남동물병원
3190000,3.19E+17,20030225,,1,영업/정상,0,정상,,,,,02-582-7708,0,,서울특별시 동작구 사당동 321-114번지 ,서울특별시 동작구 사당로 252 (사당동),,동물은내친구
3190000,3.19E+17,20020914,,1,영업/정상,0,정상,,,,,02-816-7582,57,,서울특별시 동작구 노량진동 246-1번지 ,서울특별시 동작구 장승배기로27길 18 (노량진동),6929,디아크동물종합병원
3190000,3.19E+17,20010807,,1,영업/정상,0,정상,,,,,02-822-7574,0,,서울특별시 동작구 상도동 366-24번지 ,서울특별시 동작구 상도로 171 1층 (상도동),6937,하나사랑동물병원
3190000,3.19E+17,20120907,,3,폐업,2,폐업,20140813,,,,02-6053-6052,143.51,,서울특별시 동작구 흑석동 336번지 흑석한강푸르지오아파트 상가-B B동 B102호,서울특별시 동작구 흑석한강로 27 흑석한강푸르지오아파트 상가-B의 B동 B102호 (흑석동),6981,동물병원스몰빌
3200000,3.20E+17,20070601,,1,영업/정상,0,정상,,,,,02-875-7579,79.91,,서울특별시 관악구 봉천동 870-13번지 신원메트로빌 ,서울특별시 관악구 남부순환로 1811 신원메트로빌 (봉천동),8758,서울허브동물병원
3200000,3.20E+17,20070321,,1,영업/정상,0,정상,,,,,02-866-0880,28.8,,서울특별시 관악구 신림동 763-20번지 ,서울특별시 관악구 난곡로 247 (신림동),8864,와우종합동물병원
3200000,3.20E+17,19950621,,1,영업/정상,0,정상,,,,,02-837-0837,95,,서울특별시 관악구 신림동 1668-14번지 1층 ,서울특별시 관악구 조원중앙로 3 1층 (신림동),8768,DS동물병원
3200000,3.20E+17,19910430,,1,영업/정상,0,정상,,,,,02-889-0575,51.66,,서울특별시 관악구 봉천동 923-23번지 ,서울특별시 관악구 남부순환로 1747-1 (봉천동),8757,형제동물병원
3200000,3.20E+17,20180131,,1,영업/정상,0,정상,,,,,02-883-0007,0,,서울특별시 관악구 봉천동 622-74번지 ,서울특별시 관악구 은천로 85 (봉천동),8715,더블유동물병원
3200000,3.20E+17,20040830,,1,영업/정상,0,정상,,,,,02-868-3931,78.58,,서울특별시 관악구 신림동 526-9번지 ,서울특별시 관악구 남부순환로 1497 (신림동),8761,세계로동물병원
3200000,3.20E+17,20040212,,1,영업/정상,0,정상,,,,,02-857-7572,50.2,,서울특별시 관악구 신림동 727-21번지 1층 ,서울특별시 관악구 난곡로 223-1 1층 (신림동),8864,늘푸른동물병원
3200000,3.20E+17,20040209,,1,영업/정상,0,정상,,,,,02-887-7179,0,,서울특별시 관악구 봉천동 464-38번지 ,서울특별시 관악구 은천로 121 (봉천동),8729,행복한동물병원
3200000,3.20E+17,20030319,,1,영업/정상,0,정상,,,,,02-877-5599,95.32,,서울특별시 관악구 신림동 395-53번지 ,서울특별시 관악구 신림로 157-1 (신림동),8846,신림종합동물병원
3190000,3.19E+17,20070522,,1,영업/정상,0,정상,,,,,02-3471-0375,99,,서울특별시 동작구 사당동 1019-54 오사빌딩 1층,서울특별시 동작구 동작대로 47 (사당동),7014,다나동물병원
3200000,3.20E+17,20190610,,1,영업/정상,0,정상,,,,,02-867-7776,0,,서울특별시 관악구 신림동 1484-6번지 101호,서울특별시 관악구 남부순환로 1444 101호 (신림동),8771,스누피동물병원
3200000,3.20E+17,20030122,,3,폐업,2,폐업,20061120,,,,839-7582,29.6,,서울특별시 관악구 신림동 513-13  번지 ,,,나눔동물병원
3200000,3.20E+17,20021119,,3,폐업,2,폐업,20041013,,,,882-7540,89.28,,서울특별시 관악구 봉천동 498-3   번지 ,,,현대동물병원
3200000,3.20E+17,20011114,,3,폐업,2,폐업,20040922,,,,882-9991,34.2,,서울특별시 관악구 봉천동 34-51  번지 ,,,나은동물종합병원
3200000,3.20E+17,19900607,,3,폐업,2,폐업,20060706,,,,02-857-3477,30,,서울특별시 관악구 신림동 1567-22  번지 ,,,남부동물병원
3200000,3.20E+17,19900112,,3,폐업,2,폐업,20090731,,,,871-3685,29.7,,서울특별시 관악구 봉천동 1686-31번지 ,서울특별시 관악구 남부순환로 1929 (봉천동),,에덴동물병원
3200000,3.20E+17,20150925,,3,폐업,2,폐업,20200401,,,,02-830-1494,0,,서울특별시 관악구 신림동 487-7번지 ,서울특별시 관악구 남부순환로 1531 (신림동 태광빌딩),8762,동물병원 베를린
3200000,3.20E+17,20140520,,3,폐업,2,폐업,20160907,,,20160907,02-883-7511,54.4,,서울특별시 관악구 봉천동 1658-21번지 ,서울특별시 관악구 봉천로 601 1층 (봉천동),8793,마음동물병원
3200000,3.20E+17,20140410,,3,폐업,2,폐업,20170415,,,,02-863-8875,37.6,,서울특별시 관악구 신림동 1738-1번지 파로스프라자 B동 B05호,서울특별시 관악구 난곡로 98 B동 B05호 (신림동 파로스프라자),8860,난향동물병원
3200000,3.20E+17,20110408,,3,폐업,2,폐업,20121101,,,,,0,,서울특별시 관악구 봉천동 1639-1번지 ,서울특별시 관악구 인헌6길 15 (봉천동),,행복한동물병원
3200000,3.20E+17,20110308,,3,폐업,2,폐업,20190604,,,,02-877-5546,0,,서울특별시 관악구 봉천동 498-7번지 공원빌딩 ,서울특별시 관악구 은천로 97 공원빌딩 (봉천동),8715,닥터킴 동물병원
3200000,3.20E+17,20090827,,3,폐업,2,폐업,20110630,,,,02-883-2733,80,,서울특별시 관악구 봉천동 1665-4번지 ,서울특별시 관악구 남부순환로 1859 (봉천동),,관악동물종합병원
3200000,3.20E+17,20090413,,3,폐업,2,폐업,20150401,,,,02-873-8400,62.4,,서울특별시 관악구 봉천동 956-1번지 ,서울특별시 관악구 은천로 22 (봉천동),,은천동물병원
3200000,3.20E+17,20081007,,3,폐업,2,폐업,20120119,,,,02-880-8661,2575,,서울특별시 관악구 신림동 56-1번지 서울대학교수의과대학 85동 ,서울특별시 관악구 관악로 1 (신림동),8826,서울대학교 수의과대학 동물병원
3200000,3.20E+17,20080131,,3,폐업,2,폐업,20110303,,,,877-5546,46.14,,서울특별시 관악구 봉천동 498-7번지 공원빌딩 ,,,올포유동물병원
3200000,3.20E+17,20010611,,3,폐업,2,폐업,20180801,,,,02-888-8807,66.25,,서울특별시 관악구 신림동 408-143번지 ,서울특별시 관악구 신림로 233 (신림동),8845,서울동물병원
3200000,3.20E+17,20001109,,3,폐업,2,폐업,20031210,,,,873-8400,23.68,,서울특별시 관악구 봉천동 937-15  번지 ,,,내사랑동물병원
3200000,3.20E+17,20000317,,3,폐업,2,폐업,20040112,,,,875-7582,17.01,,서울특별시 관악구 봉천동 1638-24  번지 ,,,한빛동물병원
3200000,3.20E+17,19980915,,3,폐업,2,폐업,20040830,,,,,78.38,,서울특별시 관악구 신림동 526-9   번지 ,,,세계로동물병원
3200000,3.20E+17,19980910,,3,폐업,2,폐업,20190527,,,,02-871-6704,44.62,,서울특별시 관악구 신림동 116-21번지 ,서울특별시 관악구 신림로 138 (신림동),8838,정우동물병원
3200000,3.20E+17,19960209,,3,폐업,2,폐업,20030226,,,,883-2733,150,,서울특별시 관악구 봉천동 1665-4   번지 ,,,관악동물병원
3200000,3.20E+17,19960823,,3,폐업,2,폐업,20090324,,,,887-2165,0,,서울특별시 관악구 신림동 1429-2번지 ,서울특별시 관악구 봉천로 236 (신림동),,서진동물병원
3200000,3.20E+17,19931010,,3,폐업,2,폐업,20060816,,,,878-8782,60,,서울특별시 관악구 봉천동 7-187 번지 ,,,최재준동물병원
3200000,3.20E+17,20160721,,3,폐업,2,폐업,20181015,,,,02-877-7533,140.65,,서울특별시 관악구 봉천동 1601-23번지 ,서울특별시 관악구 봉천로 516 (봉천동),8789,연세동물병원
3200000,3.20E+17,20061023,,3,폐업,2,폐업,20100423,,,,,530.79,,서울특별시 관악구 남현동 1058-1번지 ,서울특별시 관악구 남부순환로 2062 (남현동),,세인트필립동물병원
3200000,3.20E+17,20060208,,3,폐업,2,폐업,20070416,,,,874-0575,0,,서울특별시 관악구 봉천동 498-3   번지 ,,,쥬쥬종합동물병원
3200000,3.20E+17,20051223,,3,폐업,2,폐업,20061219,,,,02-859-2050,36.85,,서울특별시 관악구 신림동 1669-10  번지 ,,,동물은 내친구
3200000,3.20E+17,20050801,,3,폐업,2,폐업,20110914,,,,885-3112,18.5,,서울특별시 관악구 봉천동 903-9   번지 ,,,해오름동물병원
3200000,3.20E+17,20050512,,3,폐업,2,폐업,20070319,,,,866-0880,28.8,,서울특별시 관악구 신림동 763-20  번지 ,,,난곡서울동물병원
3200000,3.20E+17,20050510,,3,폐업,2,폐업,20070518,,,,873-0075,25.2,,서울특별시 관악구 신림동 1526-6번지 ,서울특별시 관악구 호암로 591 (신림동),,샘동물병원
