,구분,업체명,전화번호,소재지,인허가번호
664,판매 전시 위탁관리 운송,돌봄,043-212-7516,충청북도 청주시 청원구 율량동,571000003720190034
665,전시 위탁관리,청주고양이입양지원센터 애니멀공화국,***********,충청북도 청주시 흥덕구 운천동,571000003720190027
666,전시 위탁관리,하이디펫,043-273-1173,충청북도 청주시 흥덕구 향정동,571000003720180073
667,전시 위탁관리,A tail,***********,충청북도 청주시 서원구 분평동,571000003720180057
668,전시 위탁관리 운송,돌봄,***********,충청북도 청주시 청원구 오창읍 양청리,571000003720180050
669,전시 위탁관리 미용 운송,청주유기동물입양지원센터 개가 꿈꾸는 세상,043-288-7515,충청북도 청주시 서원구 산남동,571000003720180042
670,판매 전시 위탁관리 미용 운송,그루밍,043-295-3377,충청북도 청주시 상당구 용정동,571000003720180025
671,전시 위탁관리,마이프렌즈,***********,충청북도 청주시 청원구 우암동,571000003720180027
672,전시,펫다방,***********,제주특별자치도 제주시 노형동,651000003720210026
673,전시,러블리 독스,***********,제주특별자치도 제주시 이도이동,651000003720210020
674,전시,멍더랜드,***********,제주특별자치도 제주시 노형동,651000003720210017
675,전시,Cafe 몽스파,***********,제주특별자치도 제주시 삼도일동,651000003720210010
676,전시,코기절미,***********,제주특별자치도 제주시 노형동,651000003720200049
677,전시,달래애견카페,064-805-8777,제주특별자치도 제주시 애월읍 납읍리,651000003720200030
678,전시,더 펫츠,***********,제주특별자치도 제주시 노형동,651000003720200020
679,전시,오멍가멍 애견카페&호텔,***********,제주특별자치도 제주시 용담삼동,651000003720190003
680,전시,도그헤븐 애견카페,***********,제주특별자치도 제주시 연동,651000003720180097
681,전시,퍼펫 애견카페,***********,제주특별자치도 제주시 이도일동,651000003720180084
682,전시,해피 애견 카페,***********,제주특별자치도 제주시 오라삼동,651000003720180077
683,전시,커피타는 야옹이,064-796-0105,제주특별자치도 제주시 한림읍 협재리,651000003720180054
684,전시,개편한 세상,064-722-1585,제주특별자치도 제주시 이도일동,651000003720180053
685,전시,스마일러펫,***********,제주특별자치도 제주시 애월읍 하귀1리,651000003720180052
686,전시,비만고양이,***********,제주특별자치도 제주시 이도이동,651000003720180022
